cell_line,context,spearman_rho,rank
SNU-1105,A,0.7166678,843
HCC1954,A,0.7166196,844
RT-4,A,0.7166008,845
SNU-16,A,0.71659213,846
BICR 18,A,0.71657526,847
U-87MG ATCC,A,0.71655166,848
SW982,A,0.71653247,849
MCAS,A,0.7165036,850
NCI-H2228,A,0.71647465,851
DBTRG-05MG,A,0.7164496,852
COLO 668,A,0.71641195,853
U-118MG,A,0.71637475,854
KP-3,A,0.7163343,855
KYSE-270,A,0.71632546,856
SNU-61,A,0.716257,857
KG-1-C,A,0.7162331,858
MKN7,A,0.7161649,859
LN-428,A,0.7161626,860
JHH-6,A,0.7159928,861
SK-MES-1,A,0.71591604,862
EFM-19,A,0.71588725,863
CAL-54,A,0.71579283,864
PK-1,A,0.71576244,865
WM793,A,0.7157484,866
TE-10,A,0.715668,867
NCI-H2405,A,0.7156103,868
253J,A,0.71560943,869
NCI-H920,A,0.71555877,870
NCI-H2198,A,0.7154852,871
NCI-H2887,A,0.7154757,872
CaR-1,A,0.7154756,873
PK-8,A,0.7154228,874
SK-BR-3,A,0.71540517,875
SW1417,A,0.7153908,876
NCI-H1650,A,0.7153835,877
HSC-2,A,0.7153632,878
HCC2218,A,0.7153599,879
NCI-H2073,A,0.7153427,880
OE21,A,0.7153368,881
SNU-626,A,0.71531487,882
Caki-1,A,0.71529216,883
TIG-3 TD,A,0.7152799,884
NHAHTDD,A,0.71524704,885
NCI-N87,A,0.7151923,886
MDA-MB-134-VI,A,0.71512836,887
Hs 766T,A,0.71509665,888
NCI-H2291,A,0.7150853,889
MS751,A,0.715027,890
SNU-886,A,0.7150023,891
VMRC-RCW,A,0.71499157,892
A-498,A,0.7149561,893
CAL-27,A,0.7149547,894
TCC-Pan2,A,0.71491754,895
23132/87,A,0.71487033,896
Evsa-T,A,0.7148178,897
OE33,A,0.7147245,898
LN-235,A,0.7146634,899
U-2197,A,0.71462893,900
KYSE-410,A,0.7145608,901
STM91-01,A,0.7145384,902
DEOC-1,A,0.7145372,903
BJ [Human fibroblast],A,0.71452916,904
ML-1 [Human thyroid carcinoma],A,0.714444,905
L3.3,A,0.71438855,906
SNU-1079,A,0.7143636,907
HCC2270,A,0.7143426,908
RCM-1 [Human rectal adenocarcinoma],A,0.71432614,909
JHH-1,A,0.7142677,910
NCI-H2795,A,0.714213,911
BT-483,A,0.7141009,912
LS180,A,0.7140591,913
KMRC-1,A,0.71390986,914
U-178MG,A,0.71381056,915
GOS-3,A,0.7138009,916
SNU-283,A,0.7137791,917
NCI-H2444,A,0.7137697,918
RMUG-S,A,0.7137443,919
TE-11,A,0.7137329,920
CL-11,A,0.7137131,921
Panc 08.13,A,0.71345407,922
LS123,A,0.71345264,923
HT115,A,0.7134487,924
M059K,A,0.7133505,925
KNS-62,A,0.7132973,926
LUDLU-1,A,0.7132174,927
SNU-478,A,0.7129865,928
Hs 706.T,A,0.7129341,929
YD-38,A,0.7129122,930
Hs 729.T,A,0.71286386,931
KP-N-SI9s,A,0.7127275,932
NCI-H2342,A,0.7124855,933
Kuramochi,A,0.7124135,934
U-343MGa,A,0.71238583,935
Li-7,A,0.7122809,936
Detroit 562,A,0.7122212,937
NCI-H2122,A,0.71220046,938
HCC1937,A,0.71204895,939
Caki-2,A,0.7120467,940
TUHR14TKB,A,0.7119604,941
TIME,A,0.7118977,942
NCI-H2347,A,0.7117118,943
HuP-T4,A,0.7115622,944
SNU-182,A,0.7115223,945
SNU-201,A,0.7115068,946
LS1034,A,0.71145517,947
A-253,A,0.71119684,948
NCI-H146,A,0.7111749,949
C2BBe1,A,0.7111464,950
ZR-75-30,A,0.7110865,951
SNB-75,A,0.71108186,952
Calu-3,A,0.711006,953
FTC-133,A,0.7109585,954
SNU-466,A,0.71090853,955
SNU-601,A,0.71078426,956
EPLC-272H,A,0.71076095,957
SNU-475,A,0.7106624,958
SNU-8,A,0.7106375,959
CAPAN-2,A,0.7104549,960
SNU-489,A,0.710336,961
HaCaT,A,0.71030647,962
PC-9,A,0.7102706,963
NCI-H1437,A,0.71026593,964
KNS-81,A,0.7100333,965
CACO-2,A,0.710023,966
KLE,A,0.7099042,967
HCC1500,A,0.70986974,968
DOK,A,0.7097865,969
NCI-H196,A,0.7097825,970
HT-55,A,0.70976603,971
NCI-H596,A,0.7097269,972
HCC2688,A,0.7095587,973
SNU-620,A,0.70954776,974
PC-14,A,0.7094559,975
SNU-840,A,0.7093942,976
SNU-719,A,0.7093789,977
HCC1011,A,0.70932746,978
HCC1419,A,0.7092993,979
KE-39,A,0.70917946,980
YD-8,A,0.7091432,981
HCC-56,A,0.7091265,982
RERF-LC-Ad2,A,0.70904326,983
HCC89,A,0.7089634,984
HEC-108,A,0.70884436,985
ONS-76,A,0.7088127,986
JHOS-2,A,0.70881087,987
AU565,A,0.70880336,988
EFE-184,A,0.70879126,989
NCI-H1623,A,0.70878625,990
SK-RC-20,A,0.7084216,991
SNU-1197,A,0.70839524,992
DV-90,A,0.70829237,993
EKVX,A,0.7082759,994
SNU-119,A,0.70825046,995
HCC1806,A,0.7081589,996
JHH-4,A,0.70814097,997
NCI-H1648,A,0.70812196,998
NCI-H1869,A,0.70805895,999
HCC202,A,0.7080445,1000
RMG-I,A,0.7079092,1001
NMC-G1,A,0.70785403,1002
CL-14,A,0.70779103,1003
TCCSUP,A,0.70758355,1004
SW948,A,0.70727354,1005
SW1353,A,0.7072707,1006
SCaBER,A,0.70706755,1007
PE/CA-PJ41 (clone D2),A,0.70687026,1008
YH-13,A,0.7068589,1009
HuG1-N,A,0.7064939,1010
HCC2935,A,0.70648825,1011
HN,A,0.7064422,1012
NCI-H1944,A,0.7063651,1013
HCC827 GR5,A,0.7063493,1014
Caov-4,A,0.70632774,1015
NUGC-2,A,0.7058263,1016
Panc 05.04,A,0.7057794,1017
BHT-101,A,0.7056244,1018
NCI-H1435,A,0.70557094,1019
SNU-245,A,0.7055115,1020
Fu97,A,0.70549357,1021
JHH-5,A,0.7054821,1022
OUMS-23,A,0.70547795,1023
Hep-G2,A,0.70542437,1024
OVISE,A,0.7053665,1025
HCC1263,A,0.7053105,1026
OE19,A,0.70526844,1027
Hs 840.T,A,0.70526487,1028
hTCEpi,A,0.7052409,1029
SuSa,A,0.7051392,1030
Hs 940.T,A,0.70497435,1031
Hs 870.T,A,0.7048817,1032
NCE-G 130,A,0.7047582,1033
HCC4011,A,0.70474815,1034
COV504,A,0.70458704,1035
OV-90,A,0.7045,1036
COLO 680N,A,0.704467,1037
HCC2302,A,0.70443994,1038
CFPAC-1,A,0.7044132,1039
Capan-1,A,0.7040609,1040
OS-RC-2,A,0.7040184,1041
NCI-H854,A,0.70395166,1042
NCI-H292,A,0.7038164,1043
CJM [Human melanoma],A,0.703658,1044
UMC-11,A,0.70363516,1045
HCC1195,A,0.7036336,1046
T84,A,0.7035264,1047
SNU-213,A,0.7035165,1048
Hs 578T,A,0.7033917,1049
SF767,A,0.7032726,1050
SK-MEL-24,A,0.7031445,1051
T3M-4,A,0.70296526,1052
RPTEC/TERT1,A,0.702947,1053
COR-L24,A,0.70292854,1054
PE/CA-PJ34 (clone C12),A,0.7027803,1055
NCI-H3255,A,0.7026707,1056
hTERT-RPE1,A,0.7025596,1057
MDA-MB-175-VII,A,0.7025201,1058
HCC4006,A,0.70251787,1059
ME-180,A,0.7022407,1060
NCI-H69,A,0.7020671,1061
NCI-H2126,A,0.70189077,1062
LS513,A,0.70182747,1063
DK-MG,A,0.7017224,1064
SNU-869,A,0.7014207,1065
SCC-25,A,0.70121545,1066
UACC-893,A,0.70119125,1067
PK-59,A,0.7011196,1068
HT-1197,A,0.7010199,1069
SNU-1077,A,0.7009476,1070
fHDF/TERT166,A,0.70087117,1071
U-BLC1,A,0.7008028,1072
BICR 16,A,0.7007999,1073
JH-EsoAd1,A,0.70074385,1074
BICR 78,A,0.7005276,1075
NCI-H1666,A,0.7005085,1076
NCI-H508,A,0.7004293,1077
SK-CO-1,A,0.70020705,1078
Hs 618.T,A,0.70017505,1079
NCI-H2110,A,0.70014435,1080
HuH-28,A,0.7000912,1081
OVCA420,A,0.7000649,1082
SK-MEL-31,A,0.70006037,1083
KMRC-3,A,0.69988954,1084
HPAC,A,0.69976115,1085
NCI-H684,A,0.6996907,1086
HCC1493,A,0.6996658,1087
SW403,A,0.6995338,1088
UACC-812,A,0.6995127,1089
TE-15,A,0.6994593,1090
HCC70,A,0.6993747,1091
SNU-520,A,0.69932467,1092
NCI-H727,A,0.6992299,1093
SW1116,A,0.6991683,1094
JHUEM-3,A,0.69911784,1095
CAL-29,A,0.69882756,1096
Hs 888.T,A,0.6988074,1097
HHSteC,A,0.69870484,1098
Hep 3B2.1-7,A,0.6986161,1099
CAL-85-1,A,0.69845533,1100
GCIY,A,0.6982974,1101
SNU-349,A,0.6982185,1102
VM-CUB-1,A,0.69819874,1103
HuH-1,A,0.69816476,1104
JHOM-1,A,0.69809115,1105
NCI-H1395,A,0.6980334,1106
RCC10RGB,A,0.6979118,1107
COV644,A,0.6974701,1108
SNU-308,A,0.6973022,1109
BJ1-hTERT,A,0.6971528,1110
RERF-GC-1B,A,0.6971418,1111
SNU-878,A,0.69709814,1112
Hs 281.T,A,0.69705784,1113
Hs 751.T,A,0.69685423,1114
Huh-7,A,0.69684774,1115
SNU-C1,A,0.6968435,1116
BxPC-3,A,0.69681674,1117
Hs 38.T,A,0.696771,1118
TE-9,A,0.6963417,1119
AsPC-1,A,0.696284,1120
Hs 343.T,A,0.69612217,1121
SU.86.86,A,0.69604534,1122
BEN,A,0.69583154,1123
SCC-15,A,0.6956708,1124
BHY,A,0.6954924,1125
OCUM-1,A,0.69519335,1126
RERF-LC-KJ,A,0.6946187,1127
Hs 934.T,A,0.69451416,1128
SALE,A,0.6941743,1129
T.T,A,0.69413334,1130
SNU-1033,A,0.69403857,1131
Hs 895.T,A,0.6938601,1132
HSC-4,A,0.69381005,1133
T1-73,A,0.6932434,1134
DMS 53,A,0.6930691,1135
TO 175.T,A,0.6930267,1136
SLR21,A,0.6930042,1137
SNU-1041,A,0.69288176,1138
HCC1319,A,0.69286424,1139
JHOM-2B,A,0.6925277,1140
Hs 863.T,A,0.6924195,1141
KATO III,A,0.692198,1142
KMBC-2,A,0.6920926,1143
HDQ-P1,A,0.6920171,1144
HPAF-II,A,0.6914439,1145
B-CPAP,A,0.691308,1146
HLF-a,A,0.6912181,1147
HuH-6,A,0.6910921,1148
SCC-4,A,0.6910578,1149
DMS 454,A,0.6904438,1150
Hs 821.T,A,0.6904159,1151
HCC1588,A,0.6902224,1152
SNU-899,A,0.6901216,1153
TE-5,A,0.68984014,1154
NUGC-4,A,0.68964386,1155
Hs 739.T,A,0.6896417,1156
Rh18,A,0.689623,1157
PrEC LH,A,0.68943983,1158
BICR 31,A,0.6894271,1159
SNU-1214,A,0.6891839,1160
DM-3,A,0.68915176,1161
HT-1376,A,0.6891411,1162
OVMANA,A,0.6888262,1163
Hs 698.T,A,0.6884891,1164
ASC52telo,A,0.6884388,1165
TE 125.T,A,0.68835634,1166
EC-GI-10,A,0.68831223,1167
CAL-33,A,0.68827814,1168
GSU,A,0.68819404,1169
OVKATE,A,0.68715286,1170
Panc 02.13,A,0.6868805,1171
Hs 172.T,A,0.68666375,1172
Hs 274.T,A,0.68635994,1173
Hs 606.T,A,0.68617284,1174
IM95,A,0.68588346,1175
SNU-1076,A,0.68524003,1176
BICR 22,A,0.6849984,1177
Hs 839.T,A,0.683674,1178
JHH-2,A,0.68363,1179
SNU-761,A,0.68351,1180
A-704,A,0.6834205,1181
NCI-H1385,A,0.683222,1182
HuCC-T1,A,0.6824564,1183
RS-5,A,0.68205875,1184
BICR 6,A,0.68179226,1185
Hs 834.T,A,0.6815752,1186
ASC2telo differentiated,A,0.6814032,1187
Hs 688(A).T,A,0.680876,1188
Hs 616.T,A,0.6808203,1189
NCC-StC-K140,A,0.68035144,1190
MDA-MB-415,A,0.68007755,1191
Hs 737.T,A,0.6793657,1192
Hs 600.T,A,0.67850775,1193
SCC-9,A,0.6783941,1194
HMEL,A,0.678139,1195
HSkMC,A,0.6773287,1196
CL-40,A,0.6767141,1197
TE 159.T,A,0.67639625,1198
BICR 56,A,0.6762611,1199
SNU-1066,A,0.67304677,1200
Hs 675.T,A,0.6702497,1201
Hs 742.T,A,0.669892,1202
Hs 819.T,A,0.6692103,1203
TT,A,0.66291237,1204
Hs 822.T,A,0.66245127,1205
Hs 255.T,A,0.6620052,1206
HeLa,B,0.87444425,1
PODO/SVTERT152,B,0.8264528,2
SiHa,B,0.82462776,3
OV7,B,0.82056,4
LXF 289,B,0.819504,5
Calu-1,B,0.81775934,6
A-549,B,0.81695086,7
SUM159PT,B,0.8163884,8
HOP-62,B,0.8162898,9
RERF-LC-MS,B,0.81586415,10
59M,B,0.8150819,11
J82,B,0.81504864,12
NCI-H460,B,0.8148199,13
BICR 10,B,0.8146843,14
HCC44,B,0.8146356,15
NCI-H1563,B,0.8146143,16
T24,B,0.8139756,17
DU145,B,0.81290877,18
DOV13,B,0.81289613,19
HBL-100,B,0.81234974,20
HOS,B,0.81150776,21
SNU-46,B,0.81121564,22
8505C,B,0.8110494,23
NCI-H1792,B,0.8110301,24
PODO/TERT256,B,0.81065255,25
HCC461,B,0.8102847,26
BJ hTERT+ SV40 Large T+,B,0.81017774,27
HEK TE,B,0.81008124,28
MDA-MB-231,B,0.8099978,29
HCC15,B,0.80982804,30
CAL-78,B,0.8097398,31
SW1783,B,0.80973244,32
MCF-10A,B,0.8097096,33
PK-45H,B,0.8097058,34
SNU-387,B,0.8095719,35
NCI-H2023,B,0.80919665,36
HEY,B,0.80887973,37
HT-1080,B,0.80835915,38
HCC1438,B,0.8082807,39
LN-215,B,0.80817133,40
YD-8,B,0.80808276,41
NCI-H2461,B,0.807859,42
NCI-H2452,B,0.80779076,43
BT-549,B,0.8077582,44
CAL-120,B,0.8076619,45
NCI-H647,B,0.8075421,46
HCC1576,B,0.8074445,47
TT2609-C02,B,0.80729824,48
NCI-H1355,B,0.8072951,49
EKVX,B,0.8072868,50
KP-4,B,0.8070459,51
COV362,B,0.8070153,52
HCC366,B,0.8069704,53
NCI-H2595,B,0.8069373,54
OELE,B,0.8069359,55
SK-MES-1,B,0.8067528,56
FTC-238,B,0.80653185,57
SF126,B,0.80625784,58
OVCAR-8,B,0.80606806,59
PaTu 8988t,B,0.805894,60
HCC193,B,0.80583996,61
NCI-H2795,B,0.8056819,62
KYSE-520,B,0.8055883,63
MSTO-211H,B,0.80543154,64
JL-1,B,0.8053891,65
IST-Mes2,B,0.80528647,66
JHOM-1,B,0.8052639,67
NCI-H2286,B,0.8051123,68
ESS-1,B,0.8051107,69
NCI-H596,B,0.8050681,70
SNU-685,B,0.8050081,71
SW1271,B,0.80491483,72
BJ hTERT+ SV40 Large T+ RasG12V,B,0.8048607,73
SNU-738,B,0.80484146,74
JMSU-1,B,0.8047846,75
HCC515,B,0.80466884,76
639V,B,0.80415034,77
SF539,B,0.8041062,78
GMS-10,B,0.8040551,79
SK-OV-3,B,0.8039579,80
SNU-668,B,0.8035516,81
NCI-H1651,B,0.8035308,82
SUIT-2,B,0.8033911,83
HEY A8,B,0.8033591,84
NCI-H1755,B,0.8033296,85
HCC2279,B,0.80296534,86
Hs 683,B,0.8029295,87
COV413B,B,0.8029098,88
U-251MG,B,0.80286825,89
SK-LU-1,B,0.80283934,90
SNU-410,B,0.8028008,91
MDA-MB-436,B,0.80275935,92
143B,B,0.802691,93
HCC1171,B,0.8026683,94
HCC1395,B,0.8026494,95
NCI-H1373,B,0.8026132,96
BC-3C,B,0.8024964,97
NCI-H2172,B,0.8024849,98
SNU-423,B,0.80237406,99
NCI-H2804,B,0.8023228,100
SF295,B,0.8022464,101
HCC4017,B,0.8021841,102
HCC1359,B,0.8020047,103
RERF-LC-A1,B,0.80174524,104
NCE-G 118,B,0.8016968,105
SNU-886,B,0.8016519,106
Lu-99,B,0.8016365,107
LN-18,B,0.80153203,108
NCI-H2722,B,0.8013606,109
NCI-H2369,B,0.8012642,110
SF268,B,0.80122215,111
T98G,B,0.80117136,112
SK-HEP-1,B,0.80116975,113
M059K,B,0.80085295,114
NCI-H2810,B,0.8008123,115
MPP 89,B,0.8007733,116
GAMG,B,0.80076426,117
PANC-1,B,0.8007302,118
BFTC-909,B,0.80069053,119
Calu-6,B,0.8006612,120
Hs 729.T,B,0.8006124,121
HOP-92,B,0.800547,122
NCI-H2373,B,0.80051965,123
Caki-1,B,0.800484,124
NCI-H23,B,0.80040264,125
SUM149PT,B,0.8003929,126
SNU-840,B,0.800305,127
hTEC/SVTERT24-B,B,0.80030173,128
MS751,B,0.80011,129
SW900,B,0.8000552,130
PC-3,B,0.80002046,131
NCI-H2803,B,0.80001885,132
HBEC3-KT,B,0.7999704,133
A-1207,B,0.79978395,134
UM-UC-3,B,0.79977405,135
PK-45P,B,0.7997558,136
786-O,B,0.7997297,137
SW579,B,0.7996768,138
MG-63,B,0.79959226,139
IGR-39,B,0.79947907,140
A2058,B,0.7994754,141
EFO-27,B,0.799439,142
SLR20,B,0.7994074,143
BJ [Human fibroblast],B,0.79939663,144
Daoy,B,0.7993554,145
NCE-G 124,B,0.79935485,146
LMSU,B,0.7993316,147
SW982,B,0.79921395,148
TE-8,B,0.79918605,149
Caov-3,B,0.7991358,150
NCI-H1975,B,0.7991126,151
NCI-H2052,B,0.79907256,152
HCC1162,B,0.79897577,153
KALS-1,B,0.7989205,154
HBF/TERT88,B,0.79880947,155
A-498,B,0.7987468,156
8305C,B,0.7985852,157
MKN1,B,0.79844826,158
RKN,B,0.79843116,159
RERF-LC-Sq1,B,0.79829234,160
hTERT-HME1,B,0.798217,161
NCI-H2228,B,0.7981751,162
SNU-475,B,0.79809797,163
hTERT-RPE1,B,0.7978773,164
NCI-H1793,B,0.797875,165
Hs 746.T,B,0.7977361,166
Hs 229.T,B,0.79763776,167
Detroit 562,B,0.79763764,168
NCI-H838,B,0.7975823,169
LCLC-103H,B,0.79740006,170
HARA [Human squamous cell lung carcinoma],B,0.79738384,171
CH-157MN,B,0.7973549,172
SK-LMS-1,B,0.79729974,173
LN-428,B,0.797267,174
NCI-H2030,B,0.7970683,175
NCE-G 28T,B,0.7970192,176
LN-340,B,0.7969123,177
LOU-NH91,B,0.7969056,178
SW1088,B,0.7967274,179
NHAHTDD,B,0.79671824,180
OVCA433,B,0.79664266,181
CAL-62,B,0.7965322,182
KYSE-510,B,0.79644626,183
FaDu,B,0.79640424,184
NCI-H1734,B,0.79635376,185
LN-229,B,0.7962097,186
NCI-H2596,B,0.79603475,187
KYSE-450,B,0.7959668,188
UO-31,B,0.79594415,189
SUM1315MO2,B,0.7959243,190
NCI-H2009,B,0.79591936,191
NCE-G 121,B,0.79587436,192
H4,B,0.7955851,193
G-292 clone A141B1,B,0.795559,194
A-172,B,0.795419,195
T3M-10,B,0.7954056,196
DBTRG-05MG,B,0.7953916,197
KYSE-180,B,0.7953321,198
HCC38,B,0.7953287,199
UOK101,B,0.79532605,200
SaOS-2,B,0.79527754,201
TIG-3 TD,B,0.79517114,202
HuP-T3,B,0.79516965,203
HCC2108,B,0.7950511,204
HCC364,B,0.7949859,205
ES-2,B,0.7949234,206
Hs 940.T,B,0.7948889,207
ML-1 [Human thyroid carcinoma],B,0.7946046,208
NCI-H2073,B,0.7945901,209
S-117,B,0.7945612,210
HCC827,B,0.7945443,211
PSN1,B,0.79433185,212
SW1573,B,0.7941508,213
769-P,B,0.79414433,214
IST-Mes1,B,0.7941224,215
GI-1,B,0.7939312,216
OV56,B,0.7938877,217
NCI-H1299,B,0.79388064,218
TCCSUP,B,0.79387814,219
Hs 706.T,B,0.7938242,220
NCI-H226,B,0.7937957,221
COV504,B,0.793669,222
SW1990,B,0.79365826,223
KYSE-410,B,0.7936416,224
HCC1143,B,0.79360497,225
SNU-182,B,0.79355764,226
HCC89,B,0.793519,227
LHCN-M2,B,0.79346687,228
Hs 578T,B,0.7933884,229
SNB-75,B,0.7933709,230
SNU-1105,B,0.7933418,231
NCI-H196,B,0.79331315,232
HCT 116,B,0.7933109,233
JHH-6,B,0.7931904,234
SW1710,B,0.7931503,235
GCT,B,0.7930799,236
647V,B,0.7930446,237
RPMI-7951,B,0.7928769,238
NCI-H28,B,0.7926822,239
NCI-H1650,B,0.79266167,240
CCF-STTG1,B,0.79255867,241
NCE-G 84,B,0.792524,242
JJ012,B,0.7924514,243
5637,B,0.79232466,244
Ca Ski,B,0.7922633,245
A-375,B,0.7921285,246
SLR23,B,0.79209924,247
SNU-478,B,0.79200524,248
LN-235,B,0.79193395,249
NCE-G 140,B,0.7919068,250
SNU-8,B,0.791844,251
IOMM-Lee,B,0.7917707,252
SNU-638,B,0.79176044,253
IGROV-1,B,0.7917545,254
fHDF/TERT166,B,0.79173845,255
ACHN,B,0.7917372,256
CAL-51,B,0.79162294,257
U-343MGa,B,0.79161346,258
NCE-G 122,B,0.791605,259
Hs 766T,B,0.7915911,260
SJSA-1,B,0.791304,261
RERF-LC-OK,B,0.7912996,262
Panc 03.27,B,0.79124534,263
FTC-133,B,0.7912428,264
42-MG-BA,B,0.7911177,265
YD-15,B,0.79110026,266
KNS-60,B,0.7909533,267
U2OS,B,0.7908328,268
EBC-1,B,0.79081106,269
COR-L105,B,0.79073334,270
HSC-3,B,0.79051864,271
Hs 343.T,B,0.79050684,272
Hs 751.T,B,0.79043514,273
CHP-212,B,0.79039085,274
NCI-H292,B,0.79023725,275
SNU-1272,B,0.790216,276
HCT 15,B,0.78997004,277
HMC-1-8,B,0.789892,278
NCI-H1568,B,0.7898903,279
NCI-H2882,B,0.7898314,280
SNU-449,B,0.7897887,281
HCC2885,B,0.78977686,282
TE-1,B,0.7895538,283
Hs 294T,B,0.78947955,284
IA-LM,B,0.7894752,285
PE/CA-PJ49,B,0.78940815,286
Hs 888.T,B,0.7892695,287
KNS-81,B,0.7892623,288
YH-13,B,0.7891986,289
ACC-MESO-1,B,0.7891961,290
PL45,B,0.7891885,291
Lu-65,B,0.7890739,292
KCI-MOH1,B,0.789031,293
OC 314,B,0.78900784,294
Hs 944.T,B,0.78898424,295
Hs 840.T,B,0.78896546,296
SCaBER,B,0.78889513,297
Ishikawa (Heraklio) 02 ER-,B,0.78886706,298
HCC95,B,0.7888426,299
SW837,B,0.7888212,300
Hs 38.T,B,0.78880095,301
LN-382,B,0.7887741,302
HEC-50B,B,0.7887301,303
PE/CA-PJ15,B,0.78862065,304
NCI-H157,B,0.78853947,305
Hs 870.T,B,0.7884627,306
WM793,B,0.78845215,307
MFE-319,B,0.7884006,308
SLR25,B,0.78838366,309
NCI-H2122,B,0.7883475,310
NCI-H1915,B,0.7882505,311
HuH-28,B,0.7882344,312
NCE-G 120,B,0.78821176,313
SK-UT-1,B,0.78819686,314
HEK293,B,0.7880463,315
HCC4006,B,0.78801954,316
TO 175.T,B,0.787967,317
NCE-G 111,B,0.7879601,318
NMC-G1,B,0.7879592,319
EFO-21,B,0.78795314,320
SNU-489,B,0.78791565,321
Hs 821.T,B,0.7878455,322
NCE-G 22,B,0.7878111,323
CaR-1,B,0.78779125,324
GB-1,B,0.7877873,325
U-87MG ATCC,B,0.78777057,326
KS-1 [Human glioblastoma],B,0.7877665,327
CAL-54,B,0.78775454,328
Hs 934.T,B,0.7875669,329
NCI-H1703,B,0.78749007,330
HCC2450,B,0.78739893,331
FU-OV-1,B,0.78715724,332
NCI-H322,B,0.7870669,333
U-138MG,B,0.786899,334
HLF,B,0.7868108,335
LN-443,B,0.78679365,336
L3.3,B,0.7867856,337
WM983B,B,0.78678286,338
HCC1011,B,0.78674203,339
SNU-201,B,0.78674096,340
SH-10-TC,B,0.7867023,341
SF172,B,0.7866959,342
CAL-27,B,0.7866892,343
CAS-1,B,0.78649575,344
LCLC-97TM1,B,0.78641844,345
NCE-G 44,B,0.78641844,346
RERF-LC-Ad1,B,0.786418,347
T1-73,B,0.7862964,348
KNS-62,B,0.786107,349
LOX-IMVI,B,0.78603435,350
CAL-85-1,B,0.78600067,351
Hs 698.T,B,0.78592724,352
VMRC-RCZ,B,0.78590614,353
MeWo,B,0.7858041,354
OVCAR-3,B,0.78578967,355
HCC2302,B,0.7857874,356
Panc 02.03,B,0.7857607,357
U-2197,B,0.7856819,358
HUVEC/TERT2,B,0.78568107,359
Hs 739.T,B,0.785605,360
KMRC-20,B,0.78559536,361
SNU-C5,B,0.785591,362
HCC1493,B,0.78557986,363
NCI-H920,B,0.7855048,364
TE-4,B,0.7854452,365
HSC-2,B,0.78542924,366
SLR24,B,0.78540856,367
UM-UC-1,B,0.7853609,368
BICR 31,B,0.78534967,369
PC-14,B,0.78526163,370
YKG-1,B,0.7852445,371
JHOS-2,B,0.7852195,372
Hs 281.T,B,0.7851321,373
Hs 606.T,B,0.78511214,374
NCI-H650,B,0.7849668,375
KYSE-30,B,0.78490925,376
MFE-296,B,0.784877,377
SK-RC-20,B,0.7848639,378
TK-10,B,0.7847779,379
U-118MG,B,0.7847737,380
HCC2814,B,0.7847136,381
8-MG-BA,B,0.78464717,382
JHOC-5,B,0.7846115,383
NCE-G 59,B,0.78459334,384
PEO1,B,0.7844566,385
NCI-H3122,B,0.7843817,386
DOK,B,0.78436726,387
NCI-H2405,B,0.78436446,388
KLM-1,B,0.78422946,389
A-431,B,0.7841949,390
TE-6,B,0.78415924,391
TE-11,B,0.78408784,392
TUHR4TKB,B,0.78408206,393
Li-7,B,0.7840777,394
KYSE-150,B,0.7840345,395
Hs 895.T,B,0.78395313,396
Hs 618.T,B,0.7839482,397
OVCAR-4,B,0.7839392,398
OAW42,B,0.7838407,399
OVCA432,B,0.7838327,400
NCI-H1623,B,0.7838065,401
BJ1-hTERT,B,0.7837568,402
NCI-H2170,B,0.78364474,403
COLO 794,B,0.7836223,404
DK-MG,B,0.78361875,405
HAP1,B,0.7835556,406
MDA-MB-157,B,0.78347987,407
Hs 863.T,B,0.7834712,408
TM-31,B,0.78337383,409
HEC-1-B,B,0.7833572,410
KMRC-2,B,0.78320307,411
Hs 839.T,B,0.78315264,412
BICR 16,B,0.78313047,413
SLR26,B,0.7831039,414
SW1353,B,0.7829665,415
U-178MG,B,0.7829233,416
MKN7,B,0.78273284,417
KP-2,B,0.78252196,418
NCE-G 130,B,0.78241104,419
Hs 616.T,B,0.7823634,420
Caki-2,B,0.7822259,421
SNU-324,B,0.7820029,422
PK-1,B,0.78187597,423
NCI-H2085,B,0.7818267,424
WM115,B,0.78181106,425
Hs 939.T,B,0.78177625,426
HCA7,B,0.781756,427
YD-38,B,0.7815681,428
BFTC-905,B,0.7814588,429
Panc 04.03,B,0.7814248,430
JHH-4,B,0.7814129,431
NCI-H1693,B,0.7813481,432
SCC-25,B,0.78132844,433
TCC-Pan2,B,0.78131557,434
NCI-H2887,B,0.7812961,435
SK-MEL-30,B,0.7812684,436
MDA-MB-435,B,0.78122866,437
RMUG-S,B,0.7811294,438
KMRC-1,B,0.7811069,439
JHH-2,B,0.7810906,440
TUHR10TKB,B,0.781056,441
PE/CA-PJ41 (clone D2),B,0.7809739,442
BHT-101,B,0.78090787,443
JIMT-1,B,0.7808454,444
TOV-21G,B,0.7808128,445
NCI-H358,B,0.7808111,446
KU-19-19,B,0.78077185,447
Panc 10.05,B,0.78062654,448
HCC78,B,0.78060913,449
NCI-H1666,B,0.7805605,450
HCC1954,B,0.7805553,451
HT-144,B,0.7805092,452
OS-RC-2,B,0.78044367,453
COV644,B,0.7803971,454
PK-8,B,0.7803173,455
Hs 600.T,B,0.7802387,456
TE 159.T,B,0.78022754,457
HD-MY-Z,B,0.7802007,458
NCI-H2291,B,0.7801766,459
NUGC-2,B,0.7801658,460
Calu-3,B,0.78011054,461
NCI-H1944,B,0.7800501,462
