cell_line,context,spearman_rho,rank
SNU-245,A,0.13704242,843
HCC4017,A,0.13696152,844
HARA [Human squamous cell lung carcinoma],A,0.13687469,845
HCC366,A,0.13653925,846
NCI-H1838,A,0.13631414,847
LXF 289,A,0.13565467,848
SNU-C2A,A,0.13541864,849
JIMT-1,A,0.13540795,850
HCC461,A,0.1353174,851
HN,A,0.13514696,852
SK-LMS-1,A,0.13511999,853
HEK TE,A,0.1350403,854
SNU-324,A,0.13503908,855
HOP-92,A,0.13503744,856
KLM-1,A,0.13498662,857
OV-90,A,0.13493264,858
NCI-H2342,A,0.13489267,859
SuSa,A,0.13484253,860
NCI-H2023,A,0.13415343,861
NCI-H820,A,0.13393724,862
fHDF/TERT166,A,0.13389353,863
HBEC3-KT,A,0.13342187,864
FTC-133,A,0.13335988,865
SUM149PT,A,0.13335028,866
SW900,A,0.13328879,867
HuH-1,A,0.13319732,868
NCI-H2405,A,0.13318254,869
HCC1143,A,0.13304049,870
SW837,A,0.13293362,871
SNU-61,A,0.13283254,872
NCI-H1437,A,0.13276832,873
NCI-H2461,A,0.13265643,874
CACO-2,A,0.13253555,875
PE/CA-PJ49,A,0.13236937,876
NCI-H2887,A,0.13228145,877
LUDLU-1,A,0.13226245,878
SW1710,A,0.13206102,879
RMUG-S,A,0.13173603,880
NCI-H196,A,0.13162366,881
BICR 10,A,0.1315468,882
KMRC-3,A,0.13153972,883
T.T,A,0.13153394,884
8305C,A,0.13149944,885
ONS-76,A,0.13083655,886
HuH-6,A,0.13071592,887
PaTu 8988s,A,0.13070118,888
JHOM-2B,A,0.13065271,889
CL-40,A,0.13032663,890
HEC-251,A,0.130174,891
ASC52telo,A,0.1299041,892
NCI-H920,A,0.12985745,893
MPP 89,A,0.12984812,894
Panc 10.05,A,0.12984698,895
ACHN,A,0.12975788,896
SNU-46,A,0.1296973,897
PC-3,A,0.12958193,898
KYSE-520,A,0.1294814,899
Lu-65,A,0.12944336,900
SW1990,A,0.12942982,901
M059K,A,0.12942047,902
PE/CA-PJ15,A,0.12930481,903
Caov-4,A,0.12929884,904
TE-4,A,0.12926988,905
BFTC-909,A,0.12907806,906
J82,A,0.12893601,907
MDA-MB-231,A,0.12886016,908
NCI-H1395,A,0.12885776,909
NCI-H1915,A,0.1288171,910
BHT-101,A,0.12860498,911
GSU,A,0.12854037,912
MS751,A,0.12847301,913
L3.3,A,0.1283272,914
PK-45H,A,0.1283002,915
Hs 940.T,A,0.12822427,916
Panc 02.03,A,0.12821051,917
TE-14,A,0.128174,918
HSkMC,A,0.12809835,919
OVCA433,A,0.12800352,920
Ca Ski,A,0.1279751,921
HCC2935,A,0.12797424,922
LS123,A,0.12790233,923
SNU-685,A,0.1277701,924
Hs 578T,A,0.1275188,925
TUHR14TKB,A,0.12744251,926
RT-4,A,0.12732813,927
BJ1-hTERT,A,0.12731116,928
NCI-H1944,A,0.12723885,929
Hs 683,A,0.12723199,930
HeLa,A,0.12705843,931
CL-14,A,0.12703948,932
HCC515,A,0.12695915,933
SNU-475,A,0.1269555,934
SK-OV-3,A,0.12681307,935
RERF-LC-Ad1,A,0.12680112,936
NCI-H358,A,0.12657538,937
Hs 746.T,A,0.12644678,938
TUHR4TKB,A,0.12639126,939
Hep 3B2.1-7,A,0.12638645,940
TIG-3 TD,A,0.1261017,941
LHCN-M2,A,0.12607308,942
Hs 766T,A,0.12605007,943
SF767,A,0.12532394,944
OVISE,A,0.12507631,945
NCI-H2126,A,0.12505971,946
OV56,A,0.124935366,947
PK-8,A,0.124875635,948
NCI-H2444,A,0.12484338,949
NCI-H322,A,0.12467437,950
HCC1319,A,0.124481745,951
A-431,A,0.124405265,952
HCC2279,A,0.124334194,953
HuH-28,A,0.124166496,954
hTEC/SVTERT24-B,A,0.12416346,955
WM793,A,0.12412555,956
SK-MEL-24,A,0.12411994,957
SNU-182,A,0.12402005,958
A-498,A,0.123962,959
NCI-H2369,A,0.12391772,960
SNU-216,A,0.12388748,961
NMC-G1,A,0.123486266,962
HCC1954,A,0.12340362,963
HuP-T3,A,0.123348616,964
S-117,A,0.123228446,965
TCCSUP,A,0.123078845,966
hTERT-HME1,A,0.12296403,967
SNU-423,A,0.12296017,968
HCC89,A,0.12294417,969
Huh-7,A,0.12288249,970
NCI-H2085,A,0.12246733,971
KP-2,A,0.12242139,972
SK-CO-1,A,0.12234423,973
HCC364,A,0.12232332,974
TEN,A,0.12205866,975
RERF-LC-MS,A,0.1219584,976
SW1116,A,0.121834226,977
DK-MG,A,0.121426135,978
SW1783,A,0.12116821,979
Panc 08.13,A,0.1210162,980
HEC-265,A,0.12084847,981
BJ [Human fibroblast],A,0.120656095,982
NCI-H3255,A,0.12064036,983
SNU-1214,A,0.120640226,984
LMSU,A,0.12057813,985
NCI-H727,A,0.11992087,986
Hs 229.T,A,0.119661465,987
OE21,A,0.119274125,988
HCC1806,A,0.1192714,989
KP-3,A,0.11926412,990
HCC1011,A,0.119252235,991
Hs 840.T,A,0.11886238,992
CAL-12T,A,0.11883341,993
Panc 04.03,A,0.11871122,994
HCC78,A,0.11862182,995
TE-1,A,0.11860975,996
A-253,A,0.11859116,997
CAPAN-2,A,0.11855849,998
OCUM-1,A,0.11849008,999
NCI-H1435,A,0.11843371,1000
YD-15,A,0.118429676,1001
MKN7,A,0.118220076,1002
NCI-H2073,A,0.11812687,1003
Panc 03.27,A,0.11796764,1004
PE/CA-PJ34 (clone C12),A,0.117869884,1005
HSC-2,A,0.11784081,1006
hTERT-RPE1,A,0.11771142,1007
Capan-1,A,0.117536046,1008
T3M-10,A,0.11661646,1009
PK-45P,A,0.11653291,1010
Caov-3,A,0.116507076,1011
HCC38,A,0.116271034,1012
UM-UC-1,A,0.1160325,1013
CAL-54,A,0.11538933,1014
BFTC-905,A,0.11521396,1015
NCI-H647,A,0.114953205,1016
HT-1197,A,0.11477496,1017
TCC-Pan2,A,0.11470548,1018
B-CPAP,A,0.114701524,1019
RCC10RGB,A,0.113886125,1020
HSC-4,A,0.11356692,1021
JHH-4,A,0.11332238,1022
SNU-349,A,0.11327248,1023
NCI-H596,A,0.1129324,1024
NCI-H1373,A,0.112604044,1025
PK-1,A,0.1124361,1026
HCC827 GR5,A,0.11234449,1027
OE33,A,0.11219835,1028
Hs 618.T,A,0.11213195,1029
SNU-119,A,0.11209744,1030
SNU-387,A,0.11208981,1031
NCI-H747,A,0.11201519,1032
CAL-27,A,0.11154647,1033
OVCAR-4,A,0.11110665,1034
HuP-T4,A,0.11105485,1035
Hs 38.T,A,0.11088669,1036
NCI-H2172,A,0.110678025,1037
NCI-H2122,A,0.11052566,1038
PODO/TERT256,A,0.110520124,1039
OELE,A,0.11032464,1040
KYSE-30,A,0.11019833,1041
SF172,A,0.10990732,1042
HCC70,A,0.10985035,1043
Caki-2,A,0.10959703,1044
SNU-1077,A,0.10933003,1045
Hs 729.T,A,0.109052286,1046
EPLC-272H,A,0.109042,1047
PEO1,A,0.10899059,1048
UO-31,A,0.1086133,1049
5637,A,0.108581245,1050
NCI-H1869,A,0.108350955,1051
Caki-1,A,0.10828496,1052
BICR 16,A,0.10824826,1053
SK-MES-1,A,0.10772428,1054
HLF-a,A,0.10754448,1055
COV504,A,0.10740615,1056
OVKATE,A,0.1065979,1057
AsPC-1,A,0.105775066,1058
NCI-H2009,A,0.10574484,1059
ME-180,A,0.10563368,1060
HDQ-P1,A,0.10536216,1061
HCC1937,A,0.10535756,1062
OV7,A,0.10529669,1063
OS-RC-2,A,0.1052115,1064
DOK,A,0.10516484,1065
Hs 281.T,A,0.10486958,1066
COV362,A,0.104755126,1067
KMBC-2,A,0.10461191,1068
HSC-3,A,0.10453185,1069
Calu-3,A,0.104367375,1070
HCC827,A,0.10431344,1071
TE-9,A,0.10416234,1072
PC-9,A,0.10376858,1073
EC-GI-10,A,0.1037218,1074
NCI-H1650,A,0.10360976,1075
SLR21,A,0.10322429,1076
hTCEpi,A,0.10294232,1077
Hs 751.T,A,0.10260056,1078
RERF-GC-1B,A,0.10255926,1079
KNS-62,A,0.10236676,1080
OVMANA,A,0.10230456,1081
HT-1376,A,0.102226175,1082
SNU-761,A,0.10188827,1083
YH-13,A,0.10176984,1084
Hs 888.T,A,0.101539426,1085
Hs 688(A).T,A,0.10128588,1086
NCI-H1666,A,0.10114867,1087
Sq-1,A,0.101124294,1088
NCI-H2228,A,0.10102772,1089
KMRC-1,A,0.10072619,1090
Hs 255.T,A,0.10043659,1091
Hs 821.T,A,0.10041319,1092
RMG-I,A,0.10031781,1093
MDA-MB-415,A,0.100293554,1094
CJM [Human melanoma],A,0.10011017,1095
NCC-StC-K140,A,0.0999443,1096
Hs 172.T,A,0.09965541,1097
SU.86.86,A,0.09945487,1098
TE-11,A,0.09910564,1099
BHY,A,0.09855306,1100
SNU-878,A,0.098297276,1101
NCI-H2291,A,0.09828706,1102
MCAS,A,0.09824726,1103
HCC4011,A,0.09782783,1104
JHOM-1,A,0.09773849,1105
Hs 737.T,A,0.09761569,1106
TE-5,A,0.09753565,1107
YD-38,A,0.097501144,1108
NCI-H1648,A,0.09721281,1109
A-704,A,0.09713536,1110
RERF-LC-KJ,A,0.09689497,1111
Hs 739.T,A,0.09688537,1112
NUGC-2,A,0.0964461,1113
U-BLC1,A,0.09642636,1114
Hs 895.T,A,0.09620296,1115
SNU-1197,A,0.09606365,1116
RS-5,A,0.09571957,1117
TE-10,A,0.09565089,1118
BICR 22,A,0.0955253,1119
COLO 680N,A,0.09539669,1120
CFPAC-1,A,0.09520551,1121
Hs 274.T,A,0.0950395,1122
SNU-1033,A,0.09478858,1123
Hs 870.T,A,0.09472134,1124
KYSE-410,A,0.09454346,1125
HCC193,A,0.09403079,1126
BICR 78,A,0.0939778,1127
PC-14,A,0.09378276,1128
SNU-886,A,0.09369058,1129
PE/CA-PJ41 (clone D2),A,0.09361347,1130
RERF-LC-Ad2,A,0.09352609,1131
T3M-4,A,0.09324412,1132
SCC-25,A,0.093161196,1133
Calu-1,A,0.09297905,1134
Hs 934.T,A,0.09294209,1135
KCI-MOH1,A,0.09262758,1136
CAL-33,A,0.09245738,1137
Panc 05.04,A,0.092449486,1138
DM-3,A,0.09230271,1139
NCI-H1975,A,0.09227887,1140
NCI-H2347,A,0.0921186,1141
BxPC-3,A,0.09167699,1142
SNU-478,A,0.09150901,1143
HCC2302,A,0.09144244,1144
SNU-213,A,0.091060504,1145
Hs 675.T,A,0.09105463,1146
NCI-H2110,A,0.09091567,1147
Hs 698.T,A,0.090814635,1148
HPAF-II,A,0.09073232,1149
BICR 56,A,0.09045252,1150
NCI-H1623,A,0.09016357,1151
Hs 863.T,A,0.09000837,1152
Hs 606.T,A,0.089914784,1153
JH-EsoAd1,A,0.08975582,1154
HCC1493,A,0.08945953,1155
EKVX,A,0.08841348,1156
HaCaT,A,0.08836584,1157
CaR-1,A,0.08796911,1158
T1-73,A,0.08784121,1159
HCC2270,A,0.087100044,1160
EFE-184,A,0.086988844,1161
Hs 343.T,A,0.08636303,1162
JHH-2,A,0.08558409,1163
YD-8,A,0.0844464,1164
JHUEM-3,A,0.083499745,1165
OVCA420,A,0.08309875,1166
TE 125.T,A,0.08288543,1167
RPTEC/TERT1,A,0.08252261,1168
SNU-840,A,0.08128462,1169
VM-CUB-1,A,0.08092088,1170
SNU-8,A,0.07887498,1171
Hs 834.T,A,0.07884756,1172
SCaBER,A,0.07884392,1173
Hs 742.T,A,0.07880118,1174
Detroit 562,A,0.0776978,1175
TO 175.T,A,0.0774275,1176
Hs 616.T,A,0.07738537,1177
SNU-1066,A,0.0768359,1178
Hs 839.T,A,0.07451786,1179
PK-59,A,0.074364804,1180
BICR 6,A,0.07382554,1181
HCC4006,A,0.073501214,1182
Hs 822.T,A,0.07291994,1183
SNU-1076,A,0.07257196,1184
SCC-15,A,0.071908265,1185
TE-15,A,0.071850926,1186
HPAC,A,0.070876405,1187
SCC-9,A,0.07064029,1188
SNU-899,A,0.07063664,1189
BICR 31,A,0.07021329,1190
JHOS-2,A,0.06992816,1191
Hs 600.T,A,0.069072284,1192
NCI-H292,A,0.068218745,1193
SNU-1041,A,0.06582685,1194
TE 159.T,A,0.064886235,1195
CAL-85-1,A,0.06467725,1196
PrEC LH,A,0.0644786,1197
HMEL,A,0.064327486,1198
COV644,A,0.06407176,1199
Hs 819.T,A,0.0631322,1200
CAL-29,A,0.06288076,1201
SALE,A,0.062368438,1202
Panc 02.13,A,0.058069393,1203
SCC-4,A,0.05332369,1204
SNU-308,A,0.053046525,1205
HuCC-T1,A,0.049332008,1206
HeLa,B,0.79161805,1
SiHa,B,0.571637,2
LXF 289,B,0.5460877,3
SUM159PT,B,0.5460344,4
OV7,B,0.5440832,5
SNU-387,B,0.5346261,6
HCC44,B,0.5345656,7
BICR 10,B,0.5324265,8
Calu-1,B,0.5312213,9
JHOM-1,B,0.5310057,10
59M,B,0.5307079,11
A-549,B,0.52707255,12
8505C,B,0.5262977,13
PODO/SVTERT152,B,0.52577794,14
NCI-H2795,B,0.52491146,15
NCI-H460,B,0.52318954,16
NCI-H1792,B,0.5189883,17
BC-3C,B,0.51666266,18
NCI-H1755,B,0.51629716,19
NCI-H1563,B,0.5161646,20
NCI-H2452,B,0.51613724,21
HOP-62,B,0.514878,22
YD-8,B,0.51447606,23
J82,B,0.51429737,24
NCI-H2023,B,0.513643,25
NCI-H838,B,0.51286066,26
NCI-H2461,B,0.5128277,27
CAL-78,B,0.51208925,28
NCI-H2172,B,0.50959194,29
SNU-46,B,0.5095791,30
DOV13,B,0.5085351,31
NCI-H647,B,0.50771147,32
SK-MES-1,B,0.505955,33
HT-1080,B,0.5052732,34
NCI-H2369,B,0.5051187,35
SW1783,B,0.5051129,36
PODO/TERT256,B,0.5039781,37
PK-45H,B,0.5035177,38
T24,B,0.5028766,39
COV362,B,0.5025779,40
RERF-LC-MS,B,0.5007677,41
FTC-238,B,0.49996966,42
SF126,B,0.49954286,43
HOS,B,0.4989391,44
EKVX,B,0.4985321,45
hTERT-RPE1,B,0.4978732,46
Hs 729.T,B,0.4977149,47
BJ [Human fibroblast],B,0.49723235,48
M059K,B,0.49665016,49
SNU-685,B,0.49640587,50
NCI-H2722,B,0.49532574,51
HCC1576,B,0.4951339,52
COV504,B,0.49418056,53
JL-1,B,0.4940731,54
MCF-10A,B,0.4933301,55
HEY,B,0.4923076,56
Caki-1,B,0.49218893,57
Hs 229.T,B,0.49184236,58
NCI-H2803,B,0.49113756,59
Hs 751.T,B,0.49042526,60
HCC461,B,0.48984498,61
TIG-3 TD,B,0.48942512,62
NCI-H2373,B,0.48926952,63
TO 175.T,B,0.48905692,64
NCI-H1355,B,0.488621,65
A-498,B,0.48836666,66
HBL-100,B,0.48739803,67
KYSE-520,B,0.48713356,68
SNU-423,B,0.486741,69
NCI-H596,B,0.4863407,70
BT-549,B,0.48605868,71
hTERT-HME1,B,0.48591512,72
HuH-28,B,0.48584378,73
GMS-10,B,0.48573264,74
SF295,B,0.48556507,75
Hs 683,B,0.4854647,76
HEK TE,B,0.48533416,77
T1-73,B,0.48474368,78
CH-157MN,B,0.48466417,79
Hs 698.T,B,0.48412684,80
MPP 89,B,0.48380196,81
SNU-886,B,0.48337698,82
Hs 343.T,B,0.4823072,83
SW579,B,0.48229122,84
OELE,B,0.4821479,85
NCE-G 124,B,0.48214647,86
HCC15,B,0.4820289,87
fHDF/TERT166,B,0.48190558,88
SK-LMS-1,B,0.48166636,89
LMSU,B,0.48156768,90
MG-63,B,0.4814696,91
NCI-H2595,B,0.48137093,92
SK-OV-3,B,0.48132032,93
Hs 616.T,B,0.4809111,94
NCI-H2804,B,0.4808745,95
Hs 940.T,B,0.4806361,96
YH-13,B,0.48041022,97
SNU-668,B,0.48018995,98
CAL-120,B,0.47980303,99
SNU-738,B,0.47954053,100
NCE-G 118,B,0.47935814,101
NHAHTDD,B,0.47931978,102
MDA-MB-231,B,0.47930154,103
Hs 578T,B,0.47926286,104
FTC-133,B,0.47920203,105
SF539,B,0.47917894,106
SNU-475,B,0.47903806,107
Hs 888.T,B,0.4786275,108
NCI-H1651,B,0.47823817,109
NCI-H196,B,0.47786552,110
HCC193,B,0.47772223,111
ESS-1,B,0.47724223,112
BFTC-909,B,0.4772016,113
TE 125.T,B,0.47696367,114
COV413B,B,0.47593245,115
NCE-G 121,B,0.4758169,116
T98G,B,0.4754614,117
TE 159.T,B,0.47525734,118
H4,B,0.4752192,119
Hs 934.T,B,0.47502184,120
Hs 606.T,B,0.47482765,121
RERF-LC-Sq1,B,0.47411203,122
LN-18,B,0.47408074,123
SNU-182,B,0.47382158,124
Hs 821.T,B,0.47358897,125
JJ012,B,0.47356862,126
Hs 600.T,B,0.47346207,127
HCC2279,B,0.47342086,128
LN-215,B,0.47333232,129
HCC4017,B,0.47324148,130
8305C,B,0.47324133,131
NCI-H1915,B,0.4730946,132
TCCSUP,B,0.4730479,133
Hs 870.T,B,0.47272497,134
NCI-H2810,B,0.47246084,135
HCC1438,B,0.4721802,136
SW982,B,0.47136393,137
Hs 839.T,B,0.47130075,138
Hs 840.T,B,0.4712572,139
JMSU-1,B,0.4711723,140
SCC-9,B,0.47081608,141
Hs 739.T,B,0.47075528,142
BJ hTERT+ SV40 Large T+,B,0.47069368,143
Hs 834.T,B,0.47057146,144
TT2609-C02,B,0.47053412,145
JHH-6,B,0.47042254,146
RERF-LC-A1,B,0.47036675,147
NCE-G 28T,B,0.4703068,148
MS751,B,0.47003567,149
UO-31,B,0.46981925,150
LOU-NH91,B,0.46954772,151
Hs 895.T,B,0.46950436,152
IST-Mes2,B,0.46805447,153
Hs 38.T,B,0.46760854,154
MKN1,B,0.46754,155
786-O,B,0.46695936,156
LN-428,B,0.46684894,157
SNU-840,B,0.466803,158
SJSA-1,B,0.4666473,159
HEY A8,B,0.46630418,160
U-343MGa,B,0.46592644,161
HCC89,B,0.46559337,162
G-292 clone A141B1,B,0.4654696,163
OVCAR-8,B,0.46536702,164
SaOS-2,B,0.4652153,165
MSTO-211H,B,0.46517324,166
NCI-H2228,B,0.46495956,167
NCI-H226,B,0.4639694,168
NCI-H2596,B,0.46364835,169
HCC1395,B,0.46364403,170
Daoy,B,0.46338838,171
Hs 688(A).T,B,0.4632305,172
DU145,B,0.46316245,173
HCC366,B,0.46290642,174
SNB-75,B,0.46273422,175
NCI-H2052,B,0.46254027,176
PK-45P,B,0.46222663,177
HLF-a,B,0.46170932,178
Hs 281.T,B,0.4615383,179
Hs 863.T,B,0.46150458,180
RS-5,B,0.4613532,181
HCC1162,B,0.4612316,182
KYSE-410,B,0.461098,183
Hs 618.T,B,0.46108612,184
Hs 766T,B,0.4608698,185
Hs 737.T,B,0.46047297,186
T3M-10,B,0.45991215,187
Hs 819.T,B,0.45986822,188
MDA-MB-436,B,0.4598409,189
Hs 274.T,B,0.45981234,190
SNU-1105,B,0.45949662,191
KNS-81,B,0.45910087,192
HOP-92,B,0.4589855,193
BICR 31,B,0.4589705,194
JHH-2,B,0.4588517,195
SW1353,B,0.45879593,196
HCC515,B,0.45876986,197
BJ hTERT+ SV40 Large T+ RasG12V,B,0.45876595,198
KS-1 [Human glioblastoma],B,0.45872158,199
HHSteC,B,0.45864615,200
GCT,B,0.45850918,201
SW1710,B,0.4584329,202
DM-3,B,0.45822284,203
SW1088,B,0.45797053,204
KNS-60,B,0.45789564,205
Hs 706.T,B,0.45767286,206
CCF-STTG1,B,0.45763087,207
U-251MG,B,0.45695204,208
Hs 742.T,B,0.4569205,209
RERF-LC-OK,B,0.45663154,210
ES-2,B,0.45652884,211
UOK101,B,0.4564121,212
Hs 746.T,B,0.45641094,213
A2058,B,0.45628402,214
Detroit 562,B,0.45606735,215
KALS-1,B,0.4558397,216
SF268,B,0.45571274,217
KYSE-510,B,0.45563892,218
ML-1 [Human thyroid carcinoma],B,0.45557615,219
SNU-410,B,0.45545885,220
Lu-65,B,0.4552317,221
SUIT-2,B,0.45518297,222
hTEC/SVTERT24-B,B,0.4549928,223
A-172,B,0.45389032,224
HBEC3-KT,B,0.45382544,225
A-1207,B,0.45317915,226
SK-LU-1,B,0.45296913,227
BJ1-hTERT,B,0.45271474,228
NCI-H1373,B,0.45256174,229
NCI-H1734,B,0.45229813,230
143B,B,0.45220792,231
ACC-MESO-1,B,0.4514888,232
PC-3,B,0.4508872,233
OV56,B,0.4508308,234
LN-235,B,0.45076647,235
SNU-1272,B,0.4504748,236
SLR25,B,0.45005178,237
TIME,B,0.44967884,238
Hs 255.T,B,0.44950473,239
NCE-G 111,B,0.44934806,240
HCC1171,B,0.44907928,241
IOMM-Lee,B,0.44886318,242
RPMI-7951,B,0.44870815,243
NCI-H2286,B,0.44870055,244
NCE-G 22,B,0.44867542,245
IGR-39,B,0.44853246,246
SNU-878,B,0.44845426,247
NCE-G 44,B,0.4482379,248
NCE-G 130,B,0.44795585,249
TE-8,B,0.44790843,250
LHCN-M2,B,0.4479053,251
HUVEC/TERT2,B,0.44747254,252
HCC1359,B,0.44730747,253
SLR23,B,0.44632432,254
U2OS,B,0.44550383,255
SK-HEP-1,B,0.44542888,256
HBF/TERT88,B,0.4453786,257
Ca Ski,B,0.44534665,258
ACHN,B,0.44517237,259
IST-Mes1,B,0.44507036,260
Hs 822.T,B,0.44501865,261
NCI-H1793,B,0.44466573,262
NCI-H157,B,0.4446023,263
UM-UC-3,B,0.44412094,264
U-2197,B,0.44408822,265
SLR20,B,0.44393367,266
Li-7,B,0.4438945,267
NCE-G 140,B,0.44379264,268
NCI-H2030,B,0.44375855,269
HEC-50B,B,0.44363222,270
NCE-G 120,B,0.44359097,271
SLR24,B,0.44344258,272
769-P,B,0.44326437,273
PSN1,B,0.44315302,274
GI-1,B,0.44306034,275
LOX-IMVI,B,0.4430282,276
LN-229,B,0.44273365,277
42-MG-BA,B,0.4422603,278
U-87MG ATCC,B,0.44215727,279
LN-340,B,0.44194856,280
SW900,B,0.44146216,281
LN-382,B,0.4408489,282
U-178MG,B,0.44067067,283
S-117,B,0.44060916,284
BICR 16,B,0.44050956,285
DBTRG-05MG,B,0.44048047,286
SUM149PT,B,0.4404031,287
SK-RC-20,B,0.44012576,288
OS-RC-2,B,0.43985885,289
HCC1011,B,0.43979484,290
NCE-G 84,B,0.43963304,291
SH-10-TC,B,0.43958285,292
SW1271,B,0.43914813,293
WM793,B,0.43898535,294
NCE-G 122,B,0.43837163,295
CHP-212,B,0.43836853,296
Calu-6,B,0.43822917,297
TUHR4TKB,B,0.4375814,298
HSC-3,B,0.43751147,299
SNU-349,B,0.43729058,300
Hs 675.T,B,0.43718383,301
SLR26,B,0.43711594,302
LCLC-103H,B,0.43692806,303
B-CPAP,B,0.43667734,304
NCI-H1975,B,0.43664336,305
LN-308,B,0.4363913,306
RKN,B,0.4363255,307
KYSE-180,B,0.43630153,308
HCC2885,B,0.4361641,309
HCC38,B,0.4360974,310
KMRC-2,B,0.4360574,311
SK-MEL-24,B,0.43596423,312
NMC-G1,B,0.43517458,313
LN-443,B,0.4350998,314
NCI-H2073,B,0.4347926,315
HSkMC,B,0.43469012,316
HCC364,B,0.4346529,317
NCI-H1944,B,0.43463728,318
HLF,B,0.43450984,319
U-118MG,B,0.43439922,320
Hs 294T,B,0.4342787,321
HARA [Human squamous cell lung carcinoma],B,0.43374074,322
BHT-101,B,0.43370235,323
SCaBER,B,0.4331975,324
U-138MG,B,0.43314385,325
DOK,B,0.43286288,326
Caki-2,B,0.4322006,327
SNU-489,B,0.43215486,328
AM-38,B,0.43192995,329
DK-MG,B,0.4318173,330
JHH-4,B,0.43161517,331
HCC1143,B,0.43139252,332
YD-15,B,0.43116504,333
VMRC-RCZ,B,0.43076953,334
ASC52telo,B,0.43073517,335
SNU-449,B,0.43061563,336
YD-38,B,0.43057817,337
IA-LM,B,0.4304116,338
NCE-G 59,B,0.4303691,339
PANC-1,B,0.4303094,340
SNU-478,B,0.4302502,341
KP-N-SI9s,B,0.42990333,342
SNU-201,B,0.42987636,343
HCC1493,B,0.4295996,344
SUM1315MO2,B,0.4292227,345
GB-1,B,0.42869842,346
NCI-H2882,B,0.42868185,347
EFO-21,B,0.42845944,348
5637,B,0.42830074,349
GAMG,B,0.42821348,350
COR-L105,B,0.42736614,351
NCI-H2009,B,0.4272847,352
ASC2telo differentiated,B,0.42722526,353
CAL-62,B,0.42707923,354
Lu-99,B,0.42695734,355
NCI-H292,B,0.42645454,356
Caov-3,B,0.42581993,357
NCI-H28,B,0.4255668,358
KMRC-3,B,0.425332,359
SNU-8,B,0.42521626,360
HCC2108,B,0.42487866,361
HCC1319,B,0.42459327,362
HCC2450,B,0.42434123,363
NCI-H920,B,0.4239988,364
OVCA433,B,0.42396164,365
A-375,B,0.4235661,366
SNU-1041,B,0.42294025,367
Hs 172.T,B,0.4229081,368
SW1990,B,0.42197,369
KMRC-1,B,0.42128438,370
SCC-25,B,0.42067504,371
HCC4006,B,0.420208,372
PE/CA-PJ49,B,0.42008317,373
CAL-54,B,0.4200712,374
Hs 944.T,B,0.41990277,375
A-253,B,0.4192423,376
CAL-85-1,B,0.41892678,377
TM-31,B,0.418836,378
NCI-H1650,B,0.41857967,379
Kuramochi,B,0.41842774,380
KCI-MOH1,B,0.41805908,381
NCI-H1666,B,0.41803816,382
TUHR14TKB,B,0.4175716,383
VMRC-RCW,B,0.41745162,384
BICR 78,B,0.4172441,385
EFO-27,B,0.41715136,386
SCC-4,B,0.4165752,387
HuP-T3,B,0.41646063,388
TCC-Pan2,B,0.4154873,389
8-MG-BA,B,0.4149616,390
MeWo,B,0.4149055,391
Hs 939.T,B,0.41480675,392
HCC827,B,0.41478005,393
CAS-1,B,0.41411784,394
PE/CA-PJ15,B,0.41407073,395
SK-N-AS,B,0.41346657,396
L3.3,B,0.41341677,397
KMRC-20,B,0.41318616,398
hTCEpi,B,0.41288537,399
HuH-1,B,0.41286096,400
YD-10B,B,0.4125772,401
NCI-H2887,B,0.41249794,402
COV318,B,0.41247538,403
MDA-MB-435,B,0.41246864,404
KYSE-150,B,0.4122734,405
639V,B,0.41194063,406
COLO 794,B,0.41193026,407
HSC-2,B,0.41183007,408
FaDu,B,0.41167414,409
SK-N-SH,B,0.4115934,410
RCC10RGB,B,0.41137937,411
COV644,B,0.4112226,412
NCI-H2122,B,0.41109553,413
KG-1-C,B,0.41088927,414
PaTu 8988t,B,0.41088238,415
TE-11,B,0.41057137,416
TE-15,B,0.41054255,417
NCE-G 61,B,0.41030848,418
253J,B,0.4102533,419
PC-14,B,0.40983805,420
NCI-H1623,B,0.40923956,421
SLR21,B,0.4091358,422
MDA-MB-157,B,0.40909004,423
NCI-H1437,B,0.40892646,424
PE/CA-PJ41 (clone D2),B,0.40847787,425
KP-4,B,0.4072109,426
RPTEC/TERT1,B,0.40699452,427
KNS-62,B,0.40668365,428
OVTOKO,B,0.406613,429
TK-10,B,0.40583825,430
HT-144,B,0.4058068,431
CJM [Human melanoma],B,0.40546906,432
A101D,B,0.40526247,433
NCI-H650,B,0.40516576,434
NCI-H2405,B,0.40501806,435
CAL-27,B,0.40462846,436
YKG-1,B,0.40425488,437
GOS-3,B,0.40381122,438
SCC-15,B,0.40358204,439
TUHR10TKB,B,0.4034412,440
Rh18,B,0.40287614,441
NCI-H1299,B,0.40286997,442
HCC2302,B,0.40273672,443
Panc 03.27,B,0.4026529,444
MDST8,B,0.4025973,445
TE-10,B,0.40253907,446
JHUEM-3,B,0.40228105,447
OE21,B,0.4022503,448
WM115,B,0.40186307,449
MDA-MB-435S,B,0.40174475,450
HD-MY-Z,B,0.40168825,451
RD,B,0.40163797,452
SNU-626,B,0.40104407,453
ONS-76,B,0.40089923,454
CaR-1,B,0.40049657,455
Rh30,B,0.39985082,456
NCI-H23,B,0.39984304,457
NCI-H2110,B,0.39958677,458
