source_target_gene,n_cells
SCAP,78
SCD,138
SCFD1,67
SCNM1,85
SDAD1,38
SDC1,83
SDE2,54
SDHA,76
SDHAF2,193
SDHC,49
SDHD,51
SDR39U1,13
SEC13,7
SEC16A,225
SEC61A1,90
SEC61B,54
SEC61G,15
SEC62,25
SEC63,75
SEH1L,124
SEM1,97
SENP6,27
SEPHS2,81
SEPSECS,168
SERBP1,102
SERF2,33
SERPINB1,87
SET,43
SETD1A,83
SETD2,50
SETD5,89
SETDB1,122
SETX,123
SF1,30
SF3A1,88
SF3A2,156
SF3A3,23
SF3B1,43
SF3B2,41
SF3B3,165
SF3B4,70
SF3B5,82
SFPQ,118
SFSWAP,30
SGPP1,105
SH3KBP1,34
SHC1,143
SHOC2,59
SHQ1,150
SIGLEC14,79
SIN3A,147
SIRT7,255
SKA1,58
SKA3,65
SKP1,27
SKP2,38
SLBP,40
SLC1A5,1962
SLC2A8,53
SLC4A5,107
SLC7A5,253
SLC7A6OS,107
SLC9B1,87
SLC16A5,22
SLC25A3,45
SLC25A10,224
SLC25A26,50
SLC25A42,53
SLC35A4,25
SLC35B1,42
SLC35G2,393
SLC35G6,124
SLC39A7,24
SLC39A9,117
SLC39A10,142
SLU7,78
SMAGP,176
SMARCB1,141
SMARCC1,89
SMARCE1,51
SMC1A,94
SMC2,82
SMC3,30
SMC4,83
SMC5,61
SMC6,32
SMG1,48
SMG5,468
SMG6,138
SMG7,143
SMG8,89
SMG9,95
SMN2,424
SMNDC1,80
SMU1,82
SMUG1,21
SNAPC1,49
SNAPC2,29
SNAPC3,126
SNAPC4,87
SNAPC5,45
SNF8,155
SNIP1,46
SNRNP25,47
SNRNP27,96
SNRNP35,53
SNRNP40,229
SNRNP48,76
SNRNP70,56
SNRNP200,101
SNRPA,36
SNRPA1,26
SNRPB,55
SNRPC,108
SNRPD1,56
SNRPD2,33
SNRPD3,40
SNRPE,49
SNRPF,55
SNRPG,67
SNTB2,57
SNUPN,66
SNW1,192
SNX15,311
SOD1,23
SOD2,144
SON,168
SP1,193
SP2,72
SPAG7,13
SPATA5,50
SPATA5L1,56
SPC24,69
SPC25,495
SPCS2,59
SPCS3,145
SPDL1,11
SPDYE2,83
SPEN,111
SPG7,126
SPOUT1,9
SPRTN,93
SPTLC1,34
SPTSSA,104
SRA1,172
SRBD1,54
SRCAP,125
SRF,95
SRFBP1,12
SRP9,143
SRP14,93
SRP19,45
SRP54,27
SRP68,55
SRP72,164
SRPRB,191
SRRM1,78
SRRM2,79
SRRT,84
SRSF1,42
SRSF2,40
SRSF3,47
SRSF6,175
SRSF7,151
SRSF10,119
SRSF11,317
SS18L2,166
SSBP1,53
SSBP3,447
SSRP1,10
SSU72,255
SSX4,76
STAG2,127
STARD7,78
STAT5A,95
STAT5B,173
STIL,69
STRAP,69
STRIP1,128
STT3B,38
STX5,68
STX18,20
STXBP4,143
SUDS3,133
SUGP1,28
SUGT1,18
SUMO2,38
SUPT4H1,21
SUPT5H,11
SUPT6H,21
SUPT16H,33
SUPT20H,185
SUPV3L1,101
SURF6,39
SYF2,66
SYMPK,69
SYNGR3,77
SYS1,68
TACC3,594
TADA1,138
TADA2A,119
TADA2B,83
TADA3,68
TAF1,6
TAF1A,10
TAF1B,12
TAF1C,19
TAF1D,90
TAF2,67
TAF3,58
TAF5,23
TAF6,75
TAF6L,72
TAF7,49
TAF8,76
TAF10,27
TAF11,118
TAF12,13
TAF13,186
TAMM41,115
TANGO6,56
TARDBP,1675
TARS,63
TARS2,190
TAZ,98
TBC1D1,17
TBC1D3,88
TBC1D28,165
TBCA,161
TBCB,40
TBCC,23
TBCD,54
TBCE,125
TBL3,7
TBP,85
TBPL1,106
TBRG4,9
TBX1,306
TCERG1,63
TCOF1,37
TCP1,30
TDGF1,44
TEAD3,143
TEFM,100
TELO2,47
TEN1,130
TERF1,36
TERF2,68
TEX10,78
TFAM,3580
TFAP4,25
TFB1M,111
TFB2M,108
TFDP1,173
TFIP11,13
TFPT,8
TFRC,315
TGS1,65
THAP1,152
THAP11,147
THG1L,57
THOC1,26
THOC2,14
THOC3,70
THOC5,61
THOC6,146
THOC7,175
THRAP3,131
THUMPD1,19
TICRR,28
TIGD1,97
TIMELESS,18
TIMM8A,150
TIMM9,41
TIMM10,110
TIMM13,123
TIMM22,31
TIMM23B,348
TIMM44,51
TINF2,48
TIPIN,34
TKT,257
TLCD1,131
TLN1,37
TM7SF2,160
TMA16,17
TMED2,77
TMED10,175
TMEM127,98
TMEM161B,59
TMEM199,78
TMEM214,705
TMEM240,94
TMEM242,610
TMEM258,67
TMSB10,81
TMX2,143
TNFSF10,12
TNNT2,166
TNPO3,56
TNRC6A,112
TOE1,69
TOMM20,67
TOMM22,115
TOMM40,80
TONSL,46
TOP1,48
TOP2A,6
TOP3A,63
TOPBP1,19
TOR2A,51
TOX4,171
TP53I13,145
TP53RK,90
TPI1,67
TPP2,17
TPR,131
TPRKB,134
TPT1,583
TPX2,28
TRA2B,100
TRAIP,59
TRAPPC1,82
TRAPPC3,77
TRAPPC4,27
TRAPPC5,111
TRAPPC8,34
TRAPPC11,235
TREML2,74
TREX2,384
TRIAP1,38
TRIM49C,59
TRMT5,62
TRMT6,117
TRMT10C,105
TRMT112,68
TRNP1,85
TRNT1,354
TRPM7,54
TRRAP,20
TSEN2,86
TSEN34,176
TSEN54,74
TSFM,101
TSG101,59
TSPYL5,47
TSR1,207
TSR2,95
TSSK3,95
TTC1,122
TTC4,125
TTC27,34
TTF2,67
TTI1,81
TTI2,23
TTK,80
TUBA1B,207
TUBA1C,78
TUBA3D,35
TUBB,277
TUBB2A,152
TUBD1,123
TUBE1,119
TUBG1,139
TUBGCP2,166
TUBGCP3,70
TUBGCP4,102
TUBGCP5,96
TUBGCP6,31
TUFM,176
TULP1,98
TUT1,222
TVP23C,104
TWF1,686
TWISTNB,15
TWNK,95
TWSG1,19
TXN,82
TXNL4A,33
TXNL4B,174
TYK2,60
U2AF1,83
U2AF2,43
U2SURP,39
UBA1,96
UBA2,156
UBA3,61
UBA5,72
UBA52,156
UBAP1,30
UBC,19
UBE2D3,20
UBE2H,97
UBE2I,74
UBE2L3,129
UBE2M,279
UBE2N,121
UBE2Z,71
UBE3C,86
UBE3D,143
UBL5,126
UBQLN4,48
UBR4,73
UBR5,105
UBTF,297
UCHL5,86
UFL1,115
UFM1,44
UHRF1,107
UMPS,83
UNC45A,111
UNC50,32
UNCX,72
UPF1,46
UPF2,113
UPF3A,33
UQCC2,8
UQCRB,119
UQCRC1,188
UQCRC2,68
UQCRFS1,32
UQCRH,51
UQCRQ,66
URB1,27
URB2,40
URI1,86
URM1,69
UROD,250
USF2,105
USP5,174
USP7,88
USP8,47
USP9X,125
USP10,78
USP14,188
USP19,122
USP36,9
USP37,22
USP39,122
USPL1,36
UTP3,63
UTP6,16
UTP11,15
UTP15,34
UTP18,51
UTP20,32
UTP23,49
UTP25,10
UXS1,166
UXT,64
VARS,87
VARS2,89
VBP1,83
VCP,30
VEZT,111
VHL,63
VMP1,55
VPS13D,97
VPS18,80
VPS25,108
VPS28,51
VPS29,98
VPS33A,65
VPS35,136
VPS37A,144
VPS37C,116
VPS41,272
VPS51,48
VPS54,232
VPS72,89
WAC,115
WARS,61
WBP1,56
WBP1L,121
WBP11,168
WDFY3,54
WDHD1,40
WDR1,44
WDR3,23
WDR4,141
WDR5,51
WDR7,86
WDR12,42
WDR18,81
WDR24,44
WDR25,39
WDR26,51
WDR33,34
WDR36,17
WDR43,33
WDR44,92
WDR46,22
WDR54,246
WDR55,13
WDR61,60
WDR70,144
WDR74,73
WDR75,18
WDR77,111
WDR82,15
WDR83OS,100
WDR92,11
WDTC1,71
WEE1,73
WNK1,109
WTAP,384
XAB2,15
XPO1,46
XPO5,164
XRCC1,107
XRCC2,93
XRCC3,65
XRCC5,56
XRCC6,74
XRN1,51
XRN2,19
YAE1,40
YARS,98
YARS2,92
YBX1,29
YBX3,69
YEATS2,72
YEATS4,96
YJEFN3,237
YKT6,51
YPEL1,77
YPEL5,75
YRDC,281
YTHDC1,205
YY1,86
ZBTB4,40
ZBTB11,15
ZBTB14,58
ZBTB17,285
ZBTB44,79
ZC3H3,102
ZC3H4,71
ZC3H8,4
ZC3H13,112
ZC3H18,66
ZCCHC9,24
ZCRB1,81
ZDHHC7,405
ZFC3H1,85
ZFP69B,283
ZFR,130
ZMAT2,214
ZMAT5,50
ZMYM4,83
ZNF24,49
ZNF84,67
ZNF100,172
ZNF131,18
ZNF133,200
ZNF143,32
ZNF207,134
ZNF236,102
ZNF253,158
ZNF284,127
ZNF292,133
ZNF317,92
ZNF335,47
ZNF407,64
ZNF468,103
ZNF492,101
ZNF506,104
ZNF559,57
ZNF574,168
ZNF658,68
ZNF674,126
ZNF676,38
ZNF687,112
ZNF706,208
ZNF718,435
ZNF720,68
ZNF763,111
ZNF787,35
ZNF830,9
ZNHIT1,38
ZNHIT2,81
ZNHIT3,78
ZNHIT6,21
ZNRD1,26
ZRANB2,54
ZRSR2,217
ZW10,63
ZWINT,51
control,11485
