source_target_gene,n_cells
CUL1,456
CUL2,95
CUL3,268
CUL4A,162
CUL4B,170
CUL5,191
CUL7,51
CUTA,204
CUTC,80
CUX1,277
CUX2,304
CWC15,58
CWC22,26
CWC25,316
CWC27,200
CWF19L1,165
CWF19L2,125
CXCL2,161
CXCL3,245
CXXC1,184
CXXC4,228
CXXC5,313
CXorf38,83
CXorf40A,97
CXorf40B,290
CXorf56,167
CYB5A,259
CYB5B,56
CYB5D2,216
CYB5R1,200
CYB5R2,124
CYB5R3,211
CYB5R4,253
CYB5RL,111
CYB561,182
CYB561A3,247
CYB561D2,165
CYBA,144
CYBC1,201
CYBRD1,140
CYC1,267
CYCS,220
CYFIP1,229
CYHR1,165
CYP2A13,310
CYP2R1,209
CYP3A5,108
CYP4F11,279
CYP20A1,197
CYP51A1,157
CYREN,196
CYS1,368
CYSTM1,214
CYTH1,193
CYTH2,203
CYTH3,217
CZIB,224
D2HGDH,243
DAAM1,234
DAB2,95
DACH1,118
DACH2,30
DAD1,158
DAG1,113
DAGLB,44
DALRD3,377
DAP,240
DAP3,224
DAPK1,209
DAPK3,131
DARS,67
DARS2,58
DAXX,295
DAZAP1,196
DAZAP2,100
DBF4,238
DBF4B,158
DBI,300
DBN1,187
DBNDD2,422
DBNL,160
DBP,79
DBR1,143
DBT,197
DBX1,161
DBX2,276
DCAF1,181
DCAF4,154
DCAF4L2,123
DCAF5,336
DCAF6,420
DCAF7,162
DCAF8,157
DCAF10,61
DCAF11,261
DCAF12,242
DCAF13,54
DCAF15,320
DCAF16,84
DCAF17,277
DCAKD,436
DCBLD2,99
DCK,176
DCLRE1A,153
DCLRE1B,345
DCLRE1C,97
DCP1A,135
DCP2,241
DCPS,139
DCTD,185
DCTN1,313
DCTN2,111
DCTN3,206
DCTN4,90
DCTN5,152
DCTN6,121
DCTPP1,342
DCUN1D1,225
DCUN1D2,71
DCUN1D4,244
DCUN1D5,144
DCXR,44
DDA1,402
DDAH2,66
DDB1,214
DDB2,69
DDHD1,126
DDHD2,166
DDI2,87
DDIT3,264
DDIT4,172
DDN,583
DDOST,174
DDR1,359
DDRGK1,136
DDT,324
DDX1,306
DDX3X,107
DDX5,310
DDX6,112
DDX10,126
DDX11,230
DDX17,254
DDX18,69
DDX19A,213
DDX19B,722
DDX20,108
DDX21,136
DDX23,86
DDX24,108
DDX27,48
DDX28,297
DDX31,113
DDX39A,59
DDX39B,78
DDX41,121
DDX42,99
DDX46,287
DDX47,145
DDX49,111
DDX50,259
DDX51,150
DDX52,144
DDX54,181
DDX55,201
DDX56,83
DDX59,258
DEAF1,100
DECR1,207
DECR2,70
DEDD,299
DEDD2,168
DEF6,161
DEF8,127
DEGS1,121
DEK,140
DELE1,79
DENND1A,83
DENND1B,115
DENND2D,431
DENND4A,89
DENND4B,457
DENND4C,281
DENND5A,124
DENND10,238
DENR,400
DEPDC1,195
DEPDC1B,80
DEPDC5,209
DEPDC7,173
DERA,32
DERL1,221
DERL2,82
DERL3,133
DES,499
DESI1,482
DESI2,239
DEXI,139
DFFA,70
DFFB,270
DGAT1,48
DGCR2,49
DGCR6L,182
DGCR8,130
DGKD,140
DGKE,190
DGKH,442
DGKQ,416
DGKZ,171
DGLUCY,193
DGUOK,130
DHCR7,147
DHCR24,148
DHDDS,93
DHFR,315
DHODH,401
DHPS,111
DHRS1,126
DHRS2,96
DHRS3,220
DHRS4,103
DHRS4L2,111
DHRS7,121
DHRS7B,99
DHRS11,188
DHRS12,125
DHRS13,186
DHRSX,215
DHTKD1,95
DHX8,145
DHX9,192
DHX15,101
DHX16,215
DHX29,49
DHX30,307
DHX32,220
DHX33,266
DHX34,293
DHX35,71
DHX36,435
DHX37,188
DHX38,48
DHX40,259
DHX57,130
DIABLO,147
DIAPH1,178
DIAPH3,280
DICER1,342
DIDO1,389
DIMT1,136
DIP2A,193
DIP2B,203
DIPK1B,366
DIPK2A,201
DIRAS1,215
DIRAS3,280
DIS3,46
DIS3L,259
DIS3L2,306
DIXDC1,171
DKC1,94
DLAT,18
DLC1,168
DLD,162
DLG1,204
DLG5,219
DLGAP4,138
DLGAP5,185
DLL3,169
DLST,49
DLX1,237
DLX2,311
DLX3,138
DLX4,179
DLX5,211
DLX6,166
DMAC1,19
DMAC2,221
DMAC2L,164
DMAP1,117
DMBX1,207
DMC1,70
DMD,131
DMPK,163
DMRT1,55
DMRT2,155
DMRT3,86
DMRTA1,204
DMRTA2,212
DMRTB1,200
DMRTC2,49
DMTF1,40
DMTN,365
DMWD,346
DMXL1,125
DMXL2,229
DNA2,16
DNAAF2,292
DNAAF3,370
DNAH14,268
DNAJA1,523
DNAJA2,26
DNAJA3,159
DNAJB1,214
DNAJB4,40
DNAJB6,227
DNAJB9,289
DNAJB11,399
DNAJB12,230
DNAJB14,209
DNAJC1,109
DNAJC2,49
DNAJC3,933
DNAJC4,53
DNAJC5,197
DNAJC6,236
DNAJC7,174
DNAJC8,488
DNAJC9,212
DNAJC10,240
DNAJC11,171
DNAJC12,79
DNAJC13,115
DNAJC14,121
DNAJC16,156
DNAJC17,13
DNAJC19,216
DNAJC21,117
DNAJC24,100
DNAJC25,177
DNAJC30,256
DNAL1,250
DNASE1L1,205
DNASE2,70
DNLZ,316
DNM1,247
DNM1L,224
DNM2,23
DNMT1,509
DNMT3A,102
DNMT3B,380
DNPEP,135
DNPH1,129
DNTTIP1,267
DNTTIP2,110
DOCK2,250
DOCK6,244
DOCK7,115
DOCK8,157
DOCK9,138
DOCK11,64
DOHH,305
DOK1,369
DOK2,144
DOK3,128
DOK4,390
DOLK,319
DOLPP1,222
DONSON,367
DOT1L,171
DPAGT1,273
DPCD,18
DPF1,380
DPF2,424
DPF3,100
DPH1,689
DPH2,246
DPH3,112
DPH5,101
DPH6,236
DPH7,180
DPM1,106
DPM2,310
DPM3,223
DPP3,124
DPP7,372
DPP8,196
DPP9,496
DPPA2,135
DPRX,172
DPY19L1,293
DPY19L2,84
DPY19L3,100
DPY19L4,244
DPY30,10
DPYSL2,188
DR1,287
DRAM1,345
DRAM2,221
DRAP1,435
DRG1,274
DRG2,188
DRGX,142
DROSHA,35
DSC2,197
DSCC1,86
DSCR4,214
DSG2,263
DSN1,83
DST,491
DSTN,141
DSTYK,193
DTD1,286
DTD2,212
DTL,111
DTNBP1,327
DTWD1,136
DTWD2,246
DTX2,56
DTYMK,227
DUS1L,241
DUS2,186
DUS3L,293
DUS4L,140
DUSP1,185
DUSP3,179
DUSP7,280
DUSP9,1351
DUSP10,306
DUSP11,245
DUSP12,126
DUSP13,287
DUSP14,204
DUSP22,146
DUSP23,229
DUSP28,243
DUT,48
DUXA,113
DVL1,130
DVL2,278
DVL3,338
DXO,44
DYM,203
DYNC1H1,156
DYNC1I2,144
DYNC1LI1,182
DYNC1LI2,172
DYNC2LI1,92
DYNLL1,128
DYNLL2,178
DYNLRB1,380
DYNLT1,323
DYNLT3,125
DYRK1A,111
DYRK2,85
DYRK3,73
DYRK4,178
DZIP1,162
E2F1,226
E2F2,214
E2F3,393
E2F4,158
E2F5,56
E2F6,308
E2F7,136
E2F8,179
E4F1,243
EAF1,44
EAF2,184
EAPP,216
EARS2,360
EBAG9,70
EBF1,115
EBF2,286
EBF3,183
EBF4,225
EBNA1BP2,112
EBP,222
EBPL,149
ECD,135
ECE1,282
ECE2,71
ECH1,283
ECHDC1,128
ECHDC3,197
ECHS1,270
ECI1,138
ECI2,99
ECM1,121
ECPAS,177
ECSIT,234
ECT2,37
EDARADD,162
EDC3,365
EDC4,448
EDEM1,172
EDEM2,121
EDEM3,202
EDF1,290
EEA1,217
EED,76
EEF1A1,64
EEF1A2,273
EEF1AKMT1,194
EEF1AKMT2,195
EEF1AKNMT,142
EEF1B2,60
EEF1D,199
EEF1E1,222
EEF1G,201
EEF2,443
EEF2K,260
EEFSEC,155
EFCAB2,201
EFCAB11,237
EFCAB14,90
EFHD1,31
EFHD2,46
EFNA1,137
EFNA3,341
EFNA4,213
EFR3A,48
EFTUD2,109
EGFL7,280
EGFL8,79
EGLN1,319
EGLN2,331
EGLN3,176
EGR1,374
EGR2,201
EGR3,298
EGR4,269
EHBP1,224
EHBP1L1,86
EHD1,178
EHD4,186
EHF,69
EHMT1,135
EHMT2,186
EI24,181
EID1,127
EID2,125
EID2B,37
EIF1,216
EIF1AD,108
EIF1AX,223
EIF1B,125
EIF2A,105
EIF2AK1,227
EIF2AK2,215
EIF2AK3,194
EIF2AK4,142
EIF2B1,217
EIF2B2,123
EIF2B3,80
EIF2B4,184
EIF2B5,237
EIF2D,105
EIF2S1,89
EIF2S2,247
EIF2S3,63
EIF3A,161
EIF3B,42
EIF3C,94
EIF3D,96
EIF3E,102
EIF3F,76
EIF3G,49
EIF3H,291
EIF3I,74
EIF3J,161
EIF3K,138
EIF3L,157
EIF3M,125
EIF4A1,58
EIF4A2,145
EIF4A3,24
EIF4B,107
EIF4E,172
EIF4E2,184
EIF4EBP1,139
EIF4EBP2,163
EIF4ENIF1,207
EIF4G1,223
EIF4G2,418
EIF4G3,278
EIF4H,239
EIF5,278
EIF5A,179
EIF5A2,178
EIF5AL1,83
EIF5B,69
EIF6,109
EIPR1,133
ELAC1,198
ELAC2,141
ELAVL1,220
ELF1,49
ELF2,211
ELF3,303
ELF4,244
ELF5,267
ELK1,143
ELK3,126
ELK4,120
ELL,122
ELL2,134
ELMO2,44
ELMOD2,127
ELMOD3,255
ELMSAN1,551
ELOA,205
ELOB,402
ELOF1,248
ELOVL1,350
ELOVL2,120
ELOVL5,293
ELOVL6,229
ELP1,82
ELP2,370
ELP3,197
ELP4,99
ELP5,317
ELP6,154
EMC1,195
EMC2,158
EMC3,458
EMC4,115
EMC6,155
EMC7,380
EMC8,366
EMC9,251
EMC10,187
EMD,360
EME1,156
EME2,181
EMG1,30
EMILIN2,316
EML2,150
EML3,130
EML4,68
EMP2,282
EMP3,48
EMX1,310
EMX2,150
EN1,17
EN2,212
ENDOD1,49
ENDOG,87
ENDOV,251
ENGASE,328
ENKD1,122
ENO1,123
ENO2,283
ENO3,285
ENOPH1,255
ENOSF1,265
ENOX2,124
ENPP3,297
ENSA,155
ENTPD4,321
ENTPD6,106
ENTPD7,30
ENTR1,54
ENY2,258
EOGT,71
EOMES,93
EP300,95
EP400,83
EPAS1,234
EPB41,276
EPB41L2,299
EPB41L5,178
EPC1,100
EPC2,259
EPCAM,144
EPHB4,271
EPHB6,201
EPHX1,77
EPHX2,222
EPM2AIP1,87
EPN1,155
EPN2,378
EPOP,232
EPOR,416
EPPK1,186
EPRS,122
EPS8L1,232
EPS8L2,164
EPS15,193
EPS15L1,118
ERAL1,231
ERAP1,297
ERBIN,109
ERC1,340
ERCC1,214
ERCC2,143
ERCC3,269
ERCC4,463
ERCC5,111
ERCC6L2,96
ERCC8,34
ERF,403
ERG,449
ERG28,244
ERGIC1,226
ERGIC2,153
ERGIC3,252
ERH,36
ERI1,164
ERI2,187
ERI3,231
ERICH1,112
ERLEC1,87
ERLIN1,197
ERLIN2,189
ERMAP,441
ERMARD,83
ERMP1,177
ERN1,361
ERP29,72
ERP44,269
ERV3-1,140
ERVW-1,375
ESAM,330
ESCO1,56
ESCO2,46
ESD,56
ESF1,233
ESPL1,106
ESPN,1006
ESR1,177
ESR2,305
ESRRA,205
ESRRB,273
ESRRG,519
ESS2,110
ESX1,190
ESYT1,330
ESYT2,81
ETAA1,169
ETF1,69
ETFA,152
ETFB,359
ETFDH,196
ETFRF1,253
ETHE1,304
ETNK1,294
ETNK2,240
ETS1,352
ETS2,91
ETV1,129
ETV2,286
ETV3,315
ETV3L,156
ETV4,96
ETV5,19
ETV6,250
ETV7,75
EVA1B,171
EVI5,117
EVL,203
EVX1,207
EVX2,205
EWSR1,158
EXD3,172
EXO1,251
EXO5,38
EXOC1,351
EXOC2,204
EXOC3,450
EXOC4,187
EXOC5,266
EXOC6,27
EXOC7,63
EXOC8,52
EXOG,98
EXOSC1,170
EXOSC2,161
EXOSC3,60
EXOSC4,139
EXOSC5,45
EXOSC6,51
EXOSC7,205
EXOSC8,131
EXOSC9,58
EXOSC10,210
EXPH5,78
EXT2,203
EXTL2,190
EXTL3,161
EYA3,132
EZH1,236
EZH2,198
EZR,367
F2R,89
F2RL3,336
F8A1,56
F11R,241
F12,402
FABP5,250
FADD,102
FADS1,251
FADS2,489
FADS3,58
FAF1,225
FAF2,379
FAH,379
FAHD1,218
FAHD2A,535
FAHD2B,62
FAIM,64
FAM3A,217
FAM3C,254
FAM8A1,316
FAM13A,174
FAM13B,118
FAM20B,122
FAM24B,130
FAM32A,304
FAM49B,315
FAM50A,42
FAM53B,148
FAM53C,215
FAM72B,141
FAM72C,191
FAM72D,446
FAM76A,302
FAM76B,152
FAM78A,271
FAM83A,68
FAM83D,339
FAM83G,89
FAM83H,243
FAM86C1,117
FAM89A,278
FAM89B,236
FAM91A1,160
FAM92A,110
FAM98A,210
FAM98B,120
FAM98C,306
FAM102B,164
FAM104A,227
FAM104B,94
FAM110A,191
FAM111A,94
FAM114A2,215
FAM117A,495
FAM117B,89
FAM118A,298
FAM118B,157
FAM120A,228
FAM120AOS,255
FAM120B,186
FAM120C,211
FAM122A,212
FAM122B,236
FAM124B,170
FAM126A,180
FAM126B,148
FAM131A,158
FAM133B,86
FAM135A,167
FAM136A,89
FAM156A,212
FAM156B,1006
FAM160A2,179
FAM160B2,346
FAM161A,39
FAM162A,113
FAM168B,134
FAM170A,95
FAM171A1,216
FAM171A2,363
FAM174A,167
FAM174C,153
FAM177A1,130
FAM178B,203
FAM184A,237
FAM185A,85
FAM189B,117
FAM192A,222
FAM193A,226
FAM193B,237
FAM199X,271
FAM200B,202
FAM204A,185
FAM207A,306
FAM210A,163
FAM210B,330
FAM216A,20
FAM217B,157
FAM219B,380
FAM222B,347
FAM229A,415
FAM229B,172
FAM241A,329
FAM241B,203
FAN1,293
FANCA,70
FANCB,121
FANCD2,142
FANCE,40
FANCF,85
FANCG,315
FANCI,20
FANCL,88
FANCM,78
FAR1,400
FAR2,175
FARP2,289
FARS2,90
FARSA,141
FARSB,102
FASN,212
FASTK,192
FASTKD1,143
FASTKD2,19
FASTKD3,136
FASTKD5,317
FAT1,319
FAU,55
FAXDC2,479
FBF1,306
FBH1,218
FBL,48
FBLIM1,291
FBRS,46
FBRSL1,70
FBXL3,155
FBXL4,261
FBXL5,491
FBXL8,383
FBXL12,345
FBXL13,77
FBXL14,648
FBXL15,37
FBXL19,467
FBXL20,147
FBXO3,418
FBXO4,238
FBXO5,287
FBXO6,85
FBXO7,89
FBXO8,98
FBXO9,281
FBXO11,110
FBXO17,230
FBXO21,197
FBXO22,226
FBXO25,227
FBXO27,309
FBXO28,30
FBXO31,237
FBXO33,159
FBXO34,236
FBXO38,198
FBXO41,251
FBXO42,305
FBXO44,272
FBXO45,183
FBXO46,239
FBXW2,208
FBXW4,305
FBXW5,64
FBXW7,798
FBXW9,88
FBXW11,334
FCER1G,141
FCF1,154
FCGR2A,174
FCGR2C,97
FCGRT,224
FCHO1,127
FCHSD1,96
FDFT1,257
FDPS,22
FDX1,209
FDX2,276
FDXR,387
FECH,6
FEM1A,226
FEM1B,187
FEN1,320
FERD3L,170
FERMT2,200
FERMT3,195
FES,63
FEV,314
FEZ1,234
FEZ2,374
FEZF1,250
FEZF2,93
FGD6,209
FGF2,171
FGF13,156
FGFR1,298
FGFR1OP,236
FGFR1OP2,382
FGFR3,272
FGFR4,154
FGFRL1,188
FGGY,298
FH,108
FHIT,258
FHL2,218
FHL3,320
FHOD1,135
FIBP,179
FIGLA,327
FIGNL1,248
FIP1L1,20
FIS1,226
FIZ1,194
FJX1,825
FKBP1A,131
FKBP1B,107
FKBP2,183
FKBP3,397
FKBP4,184
FKBP5,213
FKBP7,311
FKBP8,135
FKBP9,211
FKBP11,258
FKBP14,227
FKBP15,123
FKBPL,37
FKRP,229
FLAD1,174
FLCN,105
FLI1,143
FLII,320
FLNA,328
FLNB,169
FLNC,238
FLOT1,208
FLOT2,230
FLVCR1,119
FLYWCH1,246
FLYWCH2,241
FMC1,166
FMNL1,187
FMNL3,265
FMR1,252
FMR1NB,208
FN1,196
FN3KRP,81
FNBP1,32
FNBP4,357
FNDC3A,340
FNDC3B,152
FNDC4,235
FNDC10,121
FNIP1,121
FNIP2,210
FNTA,108
FOLR3,610
FOPNL,91
FOS,406
FOSB,311
FOSL1,192
FOSL2,87
FOXA1,240
FOXA2,85
FOXA3,183
FOXB1,208
FOXB2,24
FOXC1,188
FOXC2,167
FOXD1,154
FOXD2,165
FOXD3,434
FOXD4,240
FOXD4L1,184
FOXE1,253
FOXE3,210
FOXF1,240
FOXF2,88
FOXG1,184
FOXH1,286
FOXI1,281
FOXI2,110
FOXI3,94
FOXJ1,164
FOXJ2,210
FOXJ3,198
FOXK1,162
FOXK2,155
FOXL1,267
FOXL2,375
FOXM1,224
FOXN1,116
FOXN2,232
FOXN3,279
FOXN4,173
FOXO1,185
FOXO3,381
FOXO4,293
FOXO6,144
FOXP1,816
FOXP2,187
FOXP3,216
FOXP4,239
FOXQ1,275
FOXR1,255
FOXR2,113
FOXRED1,242
FOXRED2,122
FOXS1,155
FPGS,53
FPGT,157
FRA10AC1,60
FRAT2,252
FRG1,106
FRG2,111
FRMD8,152
FRRS1,170
FRYL,278
FSCN1,453
FSTL3,428
FTH1,73
FTL,158
FTO,240
FTSJ1,130
FTSJ3,64
FUBP1,68
FUBP3,118
FUCA1,173
FUCA2,248
FUNDC1,335
FUNDC2,69
FUOM,151
FURIN,241
FUS,215
FUT1,163
FUT8,341
FUT10,127
FUT11,42
FXN,306
FXR1,204
FXR2,210
FXYD5,318
FYN,219
FYTTD1,65
FZD2,187
FZD3,177
FZD5,197
FZR1,136
G0S2,114
G2E3,21
G3BP1,62
G3BP2,175
G6PC3,120
G6PD,175
GAA,134
GAB2,424
GAB3,133
GABARAP,140
GABARAPL1,165
GABARAPL2,82
GABBR1,347
GABPA,196
GABPB1,154
GABRE,209
GABRG3,72
GAD1,251
GADD45A,88
GADD45GIP1,91
GAK,414
GAL,444
GALC,285
GALE,156
GALK1,116
GALK2,136
GALM,96
GALNT1,144
GALNT2,211
GALNT5,81
GALNT6,158
GALNT7,57
GALNT10,161
GALNT11,284
GALNT12,141
GALT,229
GAMT,246
GAN,307
GANAB,268
GANC,57
GAPDH,357
GAPVD1,140
GAR1,271
GARS,486
GART,29
GAS2L1,218
GAS6,240
GAS8,313
GATA1,46
GATA2,329
GATA3,118
GATA4,175
GATA5,287
GATA6,105
GATAD1,170
GATAD2A,200
GATAD2B,258
GATC,212
GATD1,45
GATD3A,139
GBA,249
GBA2,186
GBE1,99
GBF1,82
GBGT1,141
GBX1,373
GBX2,194
GCAT,254
GCC1,112
GCC2,117
GCDH,187
GCFC2,155
GCHFR,164
GCLC,326
GCLM,202
GCM1,184
GCM2,251
GCOM1,197
GCSH,337
GDA,168
GDAP2,264
GDE1,309
GDF11,281
GDF15,38
GDI1,237
GDI2,162
GDPD5,376
GEMIN2,142
GEMIN4,89
GEMIN5,110
GEMIN6,242
GEMIN7,380
GEMIN8,187
GEN1,154
GET1,142
GET3,152
GET4,217
GFER,415
GFI1,312
GFI1B,42
GFM1,481
GFM2,52
GFOD1,330
GFOD2,276
GFPT1,114
GGA1,241
GGA2,198
GGA3,294
GGCT,315
GGCX,102
GGH,59
GGNBP2,220
GGPS1,242
GGT1,252
GHDC,130
GHITM,125
GID4,147
GID8,230
GIGYF1,307
GIGYF2,251
GINM1,85
GINS1,69
GINS2,65
GINS3,117
GINS4,67
GIPC1,158
GIPC3,183
GIPR,289
GIT1,194
GIT2,118
GJA3,256
GJC1,231
GK,178
GK5,180
GKAP1,72
GLA,68
GLB1,95
GLB1L2,196
GLCCI1,225
GLCE,237
GLE1,64
GLG1,194
GLI1,184
GLI2,229
GLI3,324
GLI4,329
GLIS1,47
GLIS2,93
GLIS3,249
GLMN,153
GLO1,170
GLOD4,222
GLOD5,60
GLRX,237
GLRX2,179
GLRX3,346
GLRX5,184
GLS,69
GLT8D1,342
GLTP,118
GLUD1,182
GLUD2,142
GLUL,187
GLYR1,237
GM2A,70
GMCL1,128
GMDS,184
GMEB1,161
GMEB2,140
GMFB,177
GMFG,201
GMIP,182
GMNN,55
GMPPA,281
GMPPB,347
GMPR,136
GMPR2,164
GMPS,153
GNA11,82
GNA13,117
GNAI2,85
GNAI3,211
GNAQ,124
GNAS,92
GNB1,52
GNB1L,168
GNB2,131
GNB4,123
GNE,107
GNG5,208
GNG7,393
GNG10,101
GNG12,192
GNL1,151
GNL2,205
GNL3,30
GNL3L,116
GNPAT,167
GNPDA1,122
GNPDA2,139
GNPNAT1,244
GNPTAB,184
GNPTG,209
GNS,276
GOLGA1,113
GOLGA2,206
GOLGA3,36
GOLGA4,204
GOLGA5,130
GOLGA6L1,482
GOLGA7,111
GOLGA8A,436
GOLGA8B,191
GOLGB1,118
GOLIM4,127
GOLM1,483
GOLPH3,107
GOLPH3L,66
GOLT1B,101
GON4L,440
GON7,247
GOPC,139
GORAB,249
GORASP1,245
GORASP2,194
GOSR1,130
GOSR2,126
GOT1,240
GOT2,232
GP1BB,298
GP6,262
GPAA1,141
GPALPP1,86
GPANK1,99
GPATCH1,215
GPATCH2,27
GPATCH2L,225
GPATCH3,262
GPATCH4,208
GPATCH8,284
GPATCH11,136
GPBP1,284
GPBP1L1,190
GPCPD1,227
GPD1L,178
GPD2,132
GPHN,274
GPI,231
GPKOW,83
GPN1,85
GPN2,43
GPN3,129
GPR61,238
GPR68,362
GPR89A,129
GPR89B,45
GPR107,129
GPR108,201
GPR137,257
GPR160,244
GPR180,208
GPRC5C,217
GPRIN1,253
GPS1,671
GPS2,305
GPSM1,359
GPSM2,242
GPSM3,257
GPT2,38
GPX4,322
GRAMD1A,255
GRAMD4,167
GRAP2,214
GRB2,436
GRB10,458
GRHL1,241
GRHL2,293
GRHL3,115
GRHPR,341
GRINA,6
GRIPAP1,227
GRK2,230
GRK3,120
GRK6,161
GRN,118
GRPEL1,206
GRPEL2,296
GRSF1,273
GRTP1,331
GRWD1,420
GSC,188
GSC2,142
GSDMA,264
GSE1,243
GSK3A,292
GSK3B,227
GSKIP,281
GSN,184
GSPT1,45
GSR,194
GSS,170
GSTCD,13
GSTK1,215
GSTM3,209
GSTM4,102
GSTO1,150
GSTP1,122
GSTZ1,169
GSX1,149
GSX2,167
GTF2A1,144
GTF2A2,237
GTF2B,29
GTF2E1,219
GTF2E2,115
GTF2F1,80
GTF2F2,62
GTF2H1,223
GTF2H2,382
GTF2H2C,176
GTF2H3,130
GTF2H4,153
GTF2H5,98
GTF2I,230
GTF2IRD1,93
GTF2IRD2,300
GTF2IRD2B,224
GTF3A,132
GTF3C1,301
GTF3C2,240
GTF3C3,159
GTF3C4,324
GTF3C5,424
GTF3C6,509
GTPBP1,235
GTPBP2,321
GTPBP3,145
GTPBP4,114
GTPBP6,171
GTPBP8,93
GTPBP10,151
GTSE1,253
GTSF1,38
GUCD1,205
GUF1,62
GUK1,313
GULP1,70
GUSB,230
GXYLT1,221
GYG1,270
GYPA,47
GYPB,115
GYPC,114
GYPE,53
GYS1,291
GZF1,307
H1FX,175
H2AFV,311
H2AFX,309
H2AFY,155
H2AFZ,271
H3F3A,522
H3F3B,132
HACE1,249
HACL1,158
HADH,183
HADHA,82
HADHB,63
HAGH,116
HAGHL,274
HAMP,83
HAND1,200
HAND2,229
HAPLN2,235
HARS,153
HARS2,104
HAT1,32
HAUS1,26
HAUS2,28
HAUS3,193
HAUS4,71
HAUS5,76
HAUS6,40
HAUS7,364
HAUS8,152
HAX1,191
HBA2,1199
HBD,92
HBE1,19
HBG1,84
HBG2,186
HBP1,182
HBQ1,216
HBS1L,71
HBZ,71
HCCS,134
HCFC1,104
HCFC1R1,80
HCLS1,211
HCRTR1,344
HDAC1,165
HDAC2,98
HDAC3,142
HDAC5,129
HDAC6,138
HDAC7,50
HDAC8,133
HDAC10,135
HDDC2,171
HDDC3,223
HDGF,35
HDHD2,81
HDHD3,45
HDHD5,124
HDLBP,330
HDX,219
HEATR1,106
HEATR3,118
HEATR5A,199
HEATR5B,51
HEBP1,106
HEBP2,46
HECTD1,344
HECTD3,249
HECTD4,222
HELLS,29
HELQ,169
HELT,166
HELZ,190
HEMGN,157
HEMK1,138
HEPH,170
HERC1,239
HERC4,121
HERPUD1,238
HERPUD2,149
HES1,245
HES2,232
HES3,171
HES4,171
HES5,152
HES6,85
HES7,117
HESX1,150
HEXA,135
HEXB,193
HEXD,242
HEXIM1,203
HEXIM2,233
HEY1,158
HEY2,170
HEYL,161
HGS,91
HHEX,228
HHLA3,120
HIBADH,210
HIBCH,220
HIC1,222
HIC2,282
HIF1A,163
HIF1AN,76
HIF3A,453
HIGD1A,79
HIGD2A,176
HIKESHI,381
HILPDA,83
HINFP,103
HINT1,183
HINT2,183
HINT3,118
HIP1R,193
HIPK1,173
HIPK2,233
HIPK3,402
HIRA,608
HIRIP3,90
HIST1H1B,220
HIST1H1C,308
HIST1H1D,145
HIST1H1E,95
HIST1H2AA,156
HIST1H2AB,247
HIST1H2AC,121
HIST1H2AD,99
HIST1H2AE,254
HIST1H2AG,206
HIST1H2AH,37
HIST1H2AI,125
HIST1H2AK,88
HIST1H2AL,114
HIST1H2AM,121
HIST1H2BA,202
HIST1H2BB,303
HIST1H2BC,158
HIST1H2BD,248
HIST1H2BE,172
HIST1H2BF,260
HIST1H2BG,118
HIST1H2BH,193
HIST1H2BJ,127
HIST1H2BK,55
HIST1H2BL,495
HIST1H2BM,364
HIST1H2BN,271
HIST1H2BO,244
HIST1H3A,66
HIST1H3F,145
HIST1H3H,23
HIST1H3J,102
HIST1H4A,22
HIST1H4B,91
HIST1H4C,274
HIST1H4D,316
HIST1H4E,161
HIST1H4H,185
HIST1H4I,177
HIST1H4J,184
HIST2H2AA3,194
HIST2H2AB,164
HIST2H2AC,142
HIST2H2BE,71
HIST2H2BF,210
HIST2H3A,186
HIST2H3D,356
HIST2H4A,477
HIST3H2A,116
HIST3H2BB,183
HIVEP1,41
HIVEP2,315
HIVEP3,254
HJURP,173
HK1,452
HK2,229
HLA-B,215
HLA-C,125
HLA-E,173
HLCS,558
HLF,522
HLTF,95
HLX,56
HM13,263
HMBOX1,148
HMBS,479
HMCES,204
HMG20A,118
HMG20B,153
HMGA1,228
HMGA2,188
HMGB1,521
HMGB2,263
HMGB3,199
HMGCL,149
HMGCR,279
HMGCS1,63
HMGN1,184
HMGN2,239
HMGN3,130
HMGN4,177
HMGN5,100
HMGXB3,342
HMGXB4,200
HMMR,136
HMOX2,381
HMX1,107
HMX2,132
HMX3,173
HNF1A,78
HNF1B,206
HNF4A,347
HNF4G,146
HNRNPA0,130
HNRNPA1,260
HNRNPA1L2,83
HNRNPA2B1,275
HNRNPA3,134
HNRNPAB,186
HNRNPC,136
HNRNPD,61
HNRNPDL,103
HNRNPF,404
HNRNPH1,255
HNRNPH2,79
HNRNPH3,186
HNRNPK,33
HNRNPL,195
HNRNPLL,107
HNRNPM,412
HNRNPR,274
HNRNPU,169
HNRNPUL1,172
HNRNPUL2,209
HOMER1,283
HOMER3,249
HOMEZ,198
HOOK1,36
HOOK2,426
HOOK3,205
HOXA1,96
HOXA2,228
HOXA3,411
HOXA4,129
HOXA5,122
HOXA6,137
HOXA7,154
HOXA9,145
HOXA10,221
HOXA11,72
HOXA13,156
HOXB1,37
HOXB2,170
HOXB3,152
HOXB4,236
HOXB5,334
HOXB6,321
HOXB7,272
HOXB8,281
HOXB9,273
HOXB13,189
HOXC4,222
HOXC5,136
HOXC6,11
HOXC8,144
HOXC9,210
HOXC10,151
HOXC11,194
HOXC12,224
HOXC13,103
HOXD1,214
HOXD3,109
HOXD4,130
HOXD8,190
