context,gene,mean_log2_cpm,log2fc_vs_rest,min_pairwise_log2fc,cell_fraction,construct_consistency,pvalue,fdr
A,OR9A4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,PRSS58,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR11H2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR4C13,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,TSPY1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,GH1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,CTXND1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,HPR,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,TMEM238L,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,GDF2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,MYH4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,RBP3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OPN1MW,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,TCP11X1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,SCGB1C2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,TEX13A,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC106774.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,SPANXN2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,NXF2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OPN1MW3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,NXF2B,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,H3.Y,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,ZIM2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,RNF225,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,PRAMEF5,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,KRTAP10-7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,LYPD4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR4M2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,TPTE,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,RIMBP3B,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,CCL23,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,ELOA3D,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,PRAMEF27,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,CCL16,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,CCL18,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,HNF1B,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,SPATA31A7,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,CCL4L2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,CCL3L1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,KCNE1B,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,CCL14,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,HNRNPCL3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,C10orf142,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,POTEB3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,ELOA3B,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC236972.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR10A6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR6Q1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR8D2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR2L8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR52R1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR2T11,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC135068.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,PRAMEF18,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR5R1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR8B4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR1S1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR12D2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AL353572.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,FAM237B,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,FAM240B,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,FAM240A,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,PRRT1B,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,ETDC,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,CPHXL,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,TAF11L13,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,TAF11L6,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,TAF11L4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC025287.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR8B3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC005551.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,OR8B2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC092442.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,SCYGR3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,GCSAML-AS1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC134684.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC134684.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC084121.13,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AC134684.11,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,AP000552.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0
A,MYOG,0.006988774899289844,0.003489428181062733,-9.918537164377468e-06,0.00010869565217391305,0.043478260869565216,0.5259022851812304,0.5710755874649173
A,SPATA31A1,0.003485063426655444,0.0017330367950567666,-1.89898365419109e-05,5.4347826086956524e-05,0.021739130434782608,0.6582331859750798,0.7079239106850944
A,SULT1C4,0.0034941447398535337,0.0017372278619726565,-1.968901590822074e-05,5.4347826086956524e-05,0.021739130434782608,0.6583046822827884,0.7079239106850944
A,CSNKA2IP,0.0035081098236008916,0.001744173755516275,-1.9762312568341427e-05,5.4347826086956524e-05,0.021739130434782608,0.6583040909908797,0.7079239106850944
A,TMEM207,0.003503121570594418,0.0017398851838056797,-2.335120298305876e-05,5.4347826086956524e-05,0.021739130434782608,0.6587011005902292,0.7083091092102534
A,GDPD4,0.0070198185519963026,0.001613575818430175,-2.4193611282264868e-05,0.00010869565217391305,0.043478260869565216,0.7815686210630598,0.8313137772131363
A,MGAT4D,0.007020311667497575,0.0034958951330471165,-2.852140140334209e-05,0.00010869565217391305,0.043478260869565216,0.5270943455460984,0.5722694496781395
A,CD300C,0.0034619608413512925,0.00171501666853502,-3.192750428125234e-05,5.4347826086956524e-05,0.021739130434782608,0.6596840831716415,0.709233283534597
A,GABRA4,0.0034941447398535337,0.0017310560013512892,-3.2032737150955275e-05,5.4347826086956524e-05,0.021739130434782608,0.6596630023926875,0.709233283534597
A,MYOZ1,0.0034941447398535337,0.0017308259847297533,-3.249277039402707e-05,5.4347826086956524e-05,0.021739130434782608,0.6597136229888804,0.709233283534597
A,MRGPRX2,0.003638068494027763,4.956012156869579e-05,-4.5059905257827104e-05,5.4347826086956524e-05,0.021739130434782608,0.991095261280415,1.0
A,DNAI2,0.0034025694934483194,0.0016755424782930427,-5.1484536862234e-05,5.4347826086956524e-05,0.021739130434782608,0.6619557185602827,0.7113548261670949
A,KCNA10,0.0035629820596131184,0.0017556631499373889,-5.165575973834066e-05,5.4347826086956524e-05,0.021739130434782608,0.6617123076529599,0.7111344852265762
A,OTOP1,0.003389585639735643,0.0016678317602209075,-5.392211929382794e-05,5.4347826086956524e-05,0.021739130434782608,0.6622544517836396,0.71159332994586
A,PSKH2,0.0035777815549790635,0.001761641786230738,-5.4497982517587393e-05,5.4347826086956524e-05,0.021739130434782608,0.6619946467814474,0.7113554118861578
A,WNT2,0.003528052895412534,-2.0337097956167095e-05,-5.731416141679371e-05,5.4347826086956524e-05,0.021739130434782608,0.9962554312092375,1.0
A,P2RX2,0.00350229255414083,0.0017199434889059474,-6.240557632893528e-05,5.4347826086956524e-05,0.021739130434782608,0.6629887900201502,0.7123410774794738
A,HEPHL1,0.003638068494027763,0.00010097660655641189,-7.147236307917778e-05,5.4347826086956524e-05,0.021739130434782608,0.9817793515776914,1.0
A,INHBB,0.006871646843562142,0.00155219333845104,-7.268118433537748e-05,0.00010869565217391305,0.043478260869565216,0.7855371936224159,0.835151492049348
A,SMTNL1,0.014093919108571306,0.003309644405175307,-7.426940526550699e-05,0.0002173913043478261,0.08695652173913043,0.6817871949323772,0.7307594750842488
A,OR6S1,0.003556115313224413,-1.8413940039528533e-05,-7.540380360237945e-05,5.4347826086956524e-05,0.021739130434782608,0.996635719338265,1.0
A,ECE2,0.017472478992756193,0.00869587823555868,-8.072252163883117e-05,0.0002717391304347826,0.10869565217391304,0.30352367150304227,0.3482236104968356
A,IYD,0.0036005949324012347,0.0017588481933047309,-8.289854579177297e-05,5.4347826086956524e-05,0.021739130434782608,0.6649894281304521,0.7144078065933377
A,DMP1,0.0037182098457364736,7.497583483602379e-05,-8.320289025947648e-05,5.4347826086956524e-05,0.021739130434782608,0.986793750011993,1.0
A,KRTAP20-4,0.003528052895412534,0.0017207339857368044,-8.658492393892516e-05,5.4347826086956524e-05,0.021739130434782608,0.6655729302241592,0.7149932248924381
A,SLC12A1,0.006959098589056325,0.0034358193588849622,-8.745987128640047e-05,0.00010869565217391305,0.043478260869565216,0.5688421069852377,0.6157195870083758
A,SLC26A8,0.0033722707827693195,0.0016415167917777475,-8.923719921382451e-05,5.4347826086956524e-05,0.021739130434782608,0.6663108561372407,0.7157029730376424
A,KIAA1755,0.003556115313224413,0.0017324190467708895,-9.127721968263391e-05,5.4347826086956524e-05,0.021739130434782608,0.6660055887435087,0.7154165406702281
A,IGSF5,0.0035174027503968694,0.001711492179272501,-9.441839185186755e-05,5.4347826086956524e-05,0.021739130434782608,0.66645732886602,0.7158188163357838
A,GJE1,0.003537571064079645,-4.454622164921235e-05,-0.00010002599713050892,5.4347826086956524e-05,0.021739130434782608,0.9918386720653997,1.0
A,CRX,0.0069999683656996724,0.0034461308410574944,-0.0001077066835846836,0.00010869565217391305,0.043478260869565216,0.5327886395353926,0.5782390473680755
A,APOC4,0.0035777815549790635,0.0017287859201130112,-0.00012020971475304107,5.4347826086956524e-05,0.021739130434782608,0.6690530468893116,0.7185651436022028
A,TERB2,0.003485063426655444,0.0016823489191497576,-0.00012036558835592896,5.4347826086956524e-05,0.021739130434782608,0.6694136241802835,0.7189107432887057
A,TNFRSF17,0.024028528012344365,0.011953338709872426,-0.00012185059259951433,0.0003804347826086957,0.13043478260869565,0.2757053063095746,0.3177443219846618
A,PENK,0.0034917840640067087,0.0016844651543309792,-0.00012285375534475031,5.4347826086956524e-05,0.021739130434782608,0.6696618237995356,0.7191356229271523
A,PCDH10,0.0034025694934483194,0.0016386334253637028,-0.0001253026427209137,5.4347826086956524e-05,0.021739130434782608,0.670292649513294,0.719687948173911
A,EPPIN,0.003503121570594418,0.001688124478599302,-0.00012687261339581427,5.4347826086956524e-05,0.021739130434782608,0.6700587701572525,0.71947851606746
A,FGF16,0.0035548600155735043,0.0017132958159307092,-0.00012826838371208594,5.4347826086956524e-05,0.021739130434782608,0.6700071145539808,0.7194647345749421
A,KIAA2012,0.003397654033088451,0.0016339928209831045,-0.00012966839112224212,5.4347826086956524e-05,0.021739130434782608,0.6708066581121492,0.7201563919824168
A,FOXD4L3,0.003497283358680339,0.0016822862666852226,-0.00013271082530989364,5.4347826086956524e-05,0.021739130434782608,0.6707232092077862,0.720108517914952
A,TBPL2,0.02741775861871179,0.011793359405544124,-0.00014036777826286623,0.00043478260869565224,0.15217391304347827,0.3064105411150498,0.35138336479705573
A,KRT38,0.0035548600155735043,-2.833932800720999e-05,-0.00014313125415860032,5.4347826086956524e-05,0.021739130434782608,0.9948259543189221,1.0
A,PCDHA7,0.0034619608413512925,0.001656050270226924,-0.00014986030089744447,5.4347826086956524e-05,0.021739130434782608,0.6727743383189753,0.7220596949308297
A,CHST13,0.003556115313224413,0.0017013448846709424,-0.000153425543882528,5.4347826086956524e-05,0.021739130434782608,0.6727192151434047,0.7220423474982752
A,KRTAP4-12,0.003485063426655444,0.0016639771757228587,-0.0001571090752097268,5.4347826086956524e-05,0.021739130434782608,0.6734628063558875,0.7227567427293801
A,GJD2,0.003433541172456825,0.001637852137782771,-0.00015783689689128277,5.4347826086956524e-05,0.021739130434782608,0.6738039199752965,0.7230809524552502
A,OR2M4,0.003503121570594418,0.0016708115885371451,-0.00016149839352012788,5.4347826086956524e-05,0.021739130434782608,0.6738546583652948,0.7230935315548613
A,OR7G1,0.003528052895412534,0.0016807634042501917,-0.0001665260869121504,5.4347826086956524e-05,0.021739130434782608,0.6742767008975348,0.7235045216381433
A,ALKBH4,5.106584240503631,0.3669575194373733,-0.00016806947073266798,0.4742391304346879,0.5217391304347826,3.4164922619612426e-14,6.152142546728305e-14
A,NPY,0.0034689888305438265,-7.907434602502693e-05,-0.00017185159215068416,5.4347826086956524e-05,0.021739130434782608,0.9852777900590912,1.0
A,BRINP1,0.003537571064079645,0.0016828006355261746,-0.00017196979302729586,5.4347826086956524e-05,0.021739130434782608,0.67481870054247,0.7240441716640766
A,FATE1,0.007170446063970779,0.0034988658814774478,-0.00017271430101588325,0.00010869565217391305,0.043478260869565216,0.5370344095985133,0.5826518389585088
A,CNTN5,0.0034619608413512925,0.0016444709443529351,-0.00017301895264542223,5.4347826086956524e-05,0.021739130434782608,0.6753425911166925,0.7245223873323104
A,TRH,0.003556847677263088,-5.731835538399935e-05,-0.00017408312861720739,5.4347826086956524e-05,0.021739130434782608,0.989569289891161,1.0
A,TRIM61,0.0034619608413512925,-8.026137101560657e-05,-0.00017555681489886572,5.4347826086956524e-05,0.021739130434782608,0.9850285143305364,1.0
A,MRGPRX1,0.0034558682845280075,0.001635448073180752,-0.00018497213816650324,5.4347826086956524e-05,0.021739130434782608,0.6767039524283651,0.7258568324085478
A,STAB2,0.0034753591117139843,-0.00017570969846836823,-0.00018926085240056172,5.4347826086956524e-05,0.021739130434782608,0.9676493667919546,1.0
A,DEUP1,0.006869286167715316,0.001471953128477965,-0.0001931208998027234,0.00010869565217391305,0.043478260869565216,0.7971502187583451,0.8471578074573319
A,TFF2,0.007095711949445082,0.0034510340832849965,-0.00019364378287508883,0.00010869565217391305,0.043478260869565216,0.5389816977087046,0.5846960784146232
A,GGTLC1,0.0036005949324012347,0.0017010976130740641,-0.0001983997062531065,5.4347826086956524e-05,0.021739130434782608,0.6773094652661373,0.7264642814848847
A,CRYAA2,0.027499635563083397,0.009973275522199287,-0.0002010249928982369,0.00043478260869565224,0.15217391304347827,0.3940245527111059,0.43281513960377704
A,GALP,0.003389585639735643,0.0015938966050615892,-0.00020179242961246464,5.4347826086956524e-05,0.021739130434782608,0.6790096356617913,0.7280573173586159
A,OR2M5,0.0035629820596131184,0.0016787454076862753,-0.0002054912442405678,5.4347826086956524e-05,0.021739130434782608,0.6782963742508941,0.7273965226242229
A,REG1A,0.007076769675921249,0.003435090512640533,-0.00020658865064018296,0.00010869565217391305,0.043478260869565216,0.5395675677081254,0.5851946238491742
A,SLC28A2,0.0070155705977363704,0.0015609466073091749,-0.00021054898383243183,0.00010869565217391305,0.043478260869565216,0.7889923749288312,0.8387286729698307
A,DEFB116,0.0034689888305438265,0.0016274246309010314,-0.00021413956874176366,5.4347826086956524e-05,0.021739130434782608,0.6798522685002758,0.7288963376209424
A,CD8B,0.007194916171290851,0.0034902785201510887,-0.0002143591309886738,0.00010869565217391305,0.043478260869565216,0.5398897950347425,0.5855098350622555
A,ADCY10,0.34077130521186555,0.08016542847944153,-0.0002145434912170785,0.005706521739130426,0.45652173913043476,0.03579365751982492,0.044536009051018136
A,LEFTY2,0.003556115313224413,-9.488392556352473e-05,-0.00023204940858970787,5.4347826086956524e-05,0.021739130434782608,0.9827918698127831,1.0
A,MEIOC,0.007031970890156944,0.0033965535868145727,-0.00023886371652779865,0.00010869565217391305,0.043478260869565216,0.5419503363892069,0.5876757114446884
A,PTX3,0.057503351422657355,0.02336786891851681,-0.0002415817872317566,0.0007608695652173912,0.2608695652173913,0.2023255792805302,0.23540083877243181
A,SLC7A4,0.003389585639735643,0.0015720957427372857,-0.0002453941542610717,5.4347826086956524e-05,0.021739130434782608,0.6839423278232704,0.7329422436422268
A,OR52K2,0.006834831711593064,0.0032946871645426925,-0.0002454573825076793,0.00010869565217391305,0.043478260869565216,0.5429141753635041,0.5886864271010894
A,NR1I2,0.01365110948940624,0.006702754169189134,-0.0002456011510279712,0.0002173913043478261,0.06521739130434782,0.4523358508151734,0.4945221993368103
A,OR4X2,0.0035629820596131184,0.0016584764909727907,-0.00024602907766753694,5.4347826086956524e-05,0.021739130434782608,0.6826600407885942,0.73165270274896
A,HAO1,0.0034689888305438265,0.001608606272561849,-0.0002517762854201285,5.4347826086956524e-05,0.021739130434782608,0.6840123361976659,0.7329748844609044
A,PRPH2,0.0034573296078844575,0.001602559179330987,-0.0002522112492224834,5.4347826086956524e-05,0.021739130434782608,0.6841543681836655,0.7330846962042017
A,HSPB7,0.007027563675370382,0.0016264683964299816,-0.00025238236378362974,0.00010869565217391305,0.043478260869565216,0.7799237236481442,0.8297070415229354
A,KRTAP22-2,0.003476593929232639,0.001611128526292491,-0.0002543368766476568,5.4347826086956524e-05,0.021739130434782608,0.6842337766877464,0.7331273968522867
A,HPGDS,0.003556847677263088,-0.00010385082140978736,-0.0002604960568853079,5.4347826086956524e-05,0.021739130434782608,0.9811868901921145,1.0
A,SCGB1D2,0.0035174027503968694,0.001623320389489809,-0.00027076197141725133,5.4347826086956524e-05,0.021739130434782608,0.6856979978577711,0.7344414838061649
A,DUXA,0.0035174027503968694,0.001623320389489809,-0.00027076197141725133,5.4347826086956524e-05,0.021739130434782608,0.6856979978577711,0.7344414838061649
A,PNLIPRP1,0.003537571064079645,0.0016330654954393173,-0.0002714400732010103,5.4347826086956524e-05,0.021739130434782608,0.685603288775692,0.7344414838061649
A,TMEM202,0.00342668118833553,-0.0002418020093757499,-0.00028189704283675295,5.4347826086956524e-05,0.021739130434782608,0.9551621747024629,1.0
A,ZDHHC19,0.006790749460336929,0.0032484084175261707,-0.00029393262528458735,0.00010869565217391305,0.043478260869565216,0.5465722567349317,0.592479594903696
A,CEACAM20,0.0034136909861601935,-0.00019799632027415418,-0.0002958498709467474,5.4347826086956524e-05,0.021739130434782608,0.962987733689622,1.0
A,IGSF22,0.0033881799668886094,0.0015408904757262672,-0.0003063990154360749,5.4347826086956524e-05,0.021739130434782608,0.6908501461067638,0.7396730963864094
A,AL445238.1,0.0035081098236008916,0.0015994379565266936,-0.0003092339105475045,5.4347826086956524e-05,0.021739130434782608,0.6899761187426255,0.738852915505696
A,EMX2,0.0034573296078844575,-0.00019084311212700213,-0.0003111436959692287,5.4347826086956524e-05,0.021739130434782608,0.9647432349856355,1.0
A,CKMT2,0.0033775021037086078,0.0015285064688425555,-0.0003204891660234968,5.4347826086956524e-05,0.021739130434782608,0.6925558826009368,0.7413155927135937
A,NLRP5,0.007099022825945513,0.003385562955562042,-0.00032789691482142894,0.00010869565217391305,0.043478260869565216,0.5480472597543412,0.5940089984810344
A,RIPPLY2,0.0033775021037086078,0.0015227316751551374,-0.0003320387533983331,5.4347826086956524e-05,0.021739130434782608,0.6938639165437421,0.7426299356263094
A,SYN3,0.0034025694934483194,-0.0002507389238402876,-0.00034910261786052273,5.4347826086956524e-05,0.021739130434782608,0.9532320732097942,1.0
A,CYP11B2,0.0034136909861601935,-0.00021748983858292182,-0.0003547823176934927,5.4347826086956524e-05,0.021739130434782608,0.9594295399987139,1.0
A,GLYATL2,0.007093323260864004,0.001590296556379163,-0.0003577854248373053,0.00010869565217391305,0.043478260869565216,0.7871946537924487,0.8368656294806087
A,NDNF,0.010572301012171962,0.005106585555925239,-0.00035912990032148373,0.00016304347826086958,0.06521739130434782,0.45077252858625677,0.4929003051678032
A,FAM186A,0.006958160838668838,0.0015849512486770957,-0.0003650552118549038,0.00010869565217391305,0.043478260869565216,0.7836196907161757,0.8333997318973306
A,ASGR2,0.0033722707827693195,-0.00022026701104260055,-0.00036929704582504925,5.4347826086956524e-05,0.021739130434782608,0.9584323324130553,1.0
A,DAZL,0.00342668118833553,0.0015271838690083593,-0.0003723134503188113,5.4347826086956524e-05,0.021739130434782608,0.6978174045836067,0.7463871390978233
A,LRRC30,0.0034619608413512925,0.0015431123650413066,-0.0003757361112686794,5.4347826086956524e-05,0.021739130434782608,0.6977720989462596,0.7463817563067661
A,CCL19,0.0033722707827693195,0.0014969605026538056,-0.00037834977746170834,5.4347826086956524e-05,0.021739130434782608,0.6991708292803429,0.7477053075044775
A,AL590560.2,0.010800645757119082,0.00014926321760504006,-0.00039953186903671917,0.00016304347826086958,0.06521739130434782,0.9847532415696209,1.0
A,OR52N1,0.0033881799668886094,-0.0002670246533818454,-0.00039998475492551136,5.4347826086956524e-05,0.021739130434782608,0.9500785802714781,1.0
A,CHIT1,0.02399536679800999,0.01179544960171895,-0.0004044675945720881,0.0003804347826086957,0.13043478260869565,0.271307143300296,0.31292850925967053
A,ASCL1,0.01753395081135849,0.008550205488410586,-0.00043353983453731787,0.0002717391304347826,0.10869565217391304,0.3347154488447835,0.369815274439035
A,FAM124B,0.0033881799668886094,0.0014693314905786234,-0.0004495169857313625,5.4347826086956524e-05,0.021739130434782608,0.7069829944873943,0.7557545040569233
A,DPP7,6.884268923587662,0.40135685476560745,-0.0004541945804383829,0.8279891304345233,0.5,4.943660719824816e-15,9.215536523889893e-15
A,CNGA3,0.010662357205447578,-0.00010422916677738613,-0.0004562841894906692,0.00016304347826086958,0.06521739130434782,0.9887720160165766,1.0
A,CDC73,7.641074667056964,0.37381362792113304,-0.0005675655336458973,0.9370652173909942,0.5434782608695652,3.6844323398237726e-15,6.914093211214457e-15
A,SLC4A10,0.010537770752224247,0.004922714084392051,-0.0006923425834401437,0.00016304347826086958,0.06521739130434782,0.4686236545727266,0.5114239895298752
A,CSMD2,0.006416887136825679,0.0028421758144646474,-0.0007325355078963841,5.4347826086956524e-05,0.021739130434782608,0.6815326435615209,0.7305288885555619
A,CRYBB2,0.017893662264852908,0.008575685990187721,-0.0007422902844774655,0.0002717391304347826,0.10869565217391304,0.32536849146766766,0.3600462295420519
A,HIGD1C,0.03450811223665769,0.011370945056417562,-0.0007483644727961092,0.0005434782608695652,0.1956521739130435,0.36339068802165414,0.4003280996912154
A,GCKR,0.016598283790613344,0.0005574776788081076,-0.0009281504484949001,0.00016304347826086958,0.06521739130434782,0.9632190267930355,1.0
A,HCRTR1,0.05805944378692831,0.02674886340921727,-0.0009317227845035345,0.0008152173913043477,0.2826086956521739,0.10580681943706895,0.12673977408397097
A,TDRD5,0.006605974877457008,0.0028037801666683923,-0.0009984145441202233,5.4347826086956524e-05,0.021739130434782608,0.6953969100580955,0.7440987837244043
A,TRIM66,4.520457030291783,0.519128091451809,-0.0011150252733758137,0.34222826086953195,0.5869565217391305,2.843650709838617e-14,5.13909103904818e-14
A,NUTM1,0.013683300983545884,0.004500168939641671,-0.001171550174354467,0.00016304347826086958,0.06521739130434782,0.6215954237069271,0.670861168621039
A,SPATA21,0.1155025297765203,0.04961482907203854,-0.001608862268116129,0.0017934782608695662,0.41304347826086957,0.06615412490510256,0.08082009935931876
A,BCL11A,7.749000990338965,3.633714726643194,-0.0017636951577051363,0.9276086956518682,0.45652173913043476,2.5925907497315223e-15,4.9224960931025826e-15
A,C8B,0.020346944769150915,0.009276686544227144,-0.0017935716806966283,0.0002717391304347826,0.10869565217391304,0.36390656775407,0.4008725879806335
A,KCND1,1.6520611307954298,0.6618521774134762,-0.0022317275916250434,0.04222826086956551,0.45652173913043476,1.5053966668851874e-13,2.6614057452430773e-13
A,LHX3,0.11130060543679711,0.03437992845052065,-0.0022895477553265126,0.0017934782608695662,0.41304347826086957,0.18381107836622146,0.21439805622513577
A,C16orf70,5.5720386390022245,0.1137852065815137,-0.0023919459625458828,0.5724456521737726,0.4782608695652174,3.649721132863361e-08,5.614233213426018e-08
A,SCP2D1,0.013959866056094363,0.00022169873674915408,-0.00241078240549664,0.0002173913043478261,0.08695652173913043,0.9805671700479843,1.0
A,SF3B5,8.839968091025865,0.3398348059343377,-0.0024485589899452265,0.9903260869561868,0.5,4.325132446283493e-15,8.088565048130371e-15
A,CMKLR1,0.03042271147211949,0.006950424733347959,-0.002511068253859588,0.0003804347826086957,0.13043478260869565,0.6201166823818542,0.6693431843088471
A,SIDT1,2.945327259383057,1.4658176967951453,-0.0025810253237654734,0.12320652173913439,0.5,4.014215541012782e-15,7.516970457875102e-15
A,RWDD3,4.911037822016333,0.5363096317329674,-0.002796217863021866,0.42277173913036403,0.45652173913043476,1.2251166330951805e-14,2.2409284012192043e-14
A,TP53TG5,0.020894129069999514,0.0072209727646727565,-0.0028113431179594903,0.00032608695652173916,0.13043478260869565,0.4664981581430098,0.5092243117484039
A,SCN2B,0.09145333449937067,0.044320710359433746,-0.002811913780503175,0.0012500000000000002,0.41304347826086957,0.0434351956397685,0.053827113392967536
A,LHB,0.01419049460806258,0.003703966647805949,-0.0029835666737963416,0.0002173913043478261,0.08695652173913043,0.6589439663288427,0.7085291557189859
A,EDNRB,0.0035720204184094538,0.00028832281418107036,-0.002995374790047313,5.4347826086956524e-05,0.021739130434782608,0.9527196593679426,1.0
A,OR2Y1,0.003556847677263088,-0.0015696924348865284,-0.0030586354858259906,5.4347826086956524e-05,0.021739130434782608,0.7620960141618558,0.8117665055728303
A,IGHG2,0.0036252475093794287,0.00027637894770991475,-0.003072489613959599,5.4347826086956524e-05,0.021739130434782608,0.9554399372921312,1.0
A,ALKAL1,0.01067726860401502,0.003794321856434744,-0.0030886248911455323,0.00016304347826086958,0.06521739130434782,0.6055674078983149,0.6543249050011352
A,F11,0.007013598591623023,0.0001365687237314091,-0.0031286400019114704,0.00010869565217391305,0.043478260869565216,0.9830580160617397,1.0
A,PRAMEF12,0.0035303412012508864,0.0001860626225794644,-0.0031582159560919576,5.4347826086956524e-05,0.021739130434782608,0.9695447225385249,1.0
A,PHGR1,0.0072032732723919185,-0.0016870790427702563,-0.0031783667137165418,0.00010869565217391305,0.043478260869565216,0.8046364082852585,0.8546725444034099
A,SCGB1D1,0.003485063426655444,0.0001407848479840221,-0.0032034937306874,5.4347826086956524e-05,0.021739130434782608,0.9767967019087023,1.0
A,FAM160B2,5.744055762189925,0.6130122675669059,-0.003247391736041827,0.6085869565215819,0.4782608695652174,5.801350269658823e-15,1.0777508475098933e-14
A,CDKAL1,6.440849836286297,0.1164552272537378,-0.003277414963239522,0.7626630434780319,0.5,3.5482026270292345e-11,5.89765374768904e-11
A,GPR61,0.0035777815549790635,0.00014675946635424233,-0.003284262622270579,5.4347826086956524e-05,0.021739130434782608,0.9729499324964344,1.0
A,PTH2,0.010689586568602251,0.0018336511141807833,-0.0033015192242767267,0.00016304347826086958,0.06521739130434782,0.7987747141077952,0.848786868674948
A,CHGA,0.0035777815549790635,0.00013256429122250786,-0.0033126529725340478,5.4347826086956524e-05,0.021739130434782608,0.975595342494958,1.0
A,SLC22A7,0.0035194538517694897,8.0438569115169e-05,-0.0033585767135391516,5.4347826086956524e-05,0.021739130434782608,0.9850138666411442,1.0
