cell_id,context,ntc_id,total_counts,n_genes_by_counts,pct_counts_mt,good_turing_unseen_pct
A_ctrl_010665,A,non-targeting-65,25526.0,6729,0.9989814,8.614745749431952
A_ctrl_010666,A,non-targeting-65,24458.0,6669,0.41704145,8.990923215307875
A_ctrl_010667,A,non-targeting-65,12697.0,5027,0.2599039,17.94912183980468
A_ctrl_010668,A,non-targeting-65,17724.0,6086,0.3949447,14.054389528323178
A_ctrl_010669,A,non-targeting-65,22190.0,6293,0.12618296,10.117169896349708
A_ctrl_010670,A,non-targeting-65,15730.0,5683,0.29879212,15.61347743165925
A_ctrl_010671,A,non-targeting-65,20282.0,6222,0.6360319,11.28093876343556
A_ctrl_010672,A,non-targeting-65,19257.0,6145,0.11424418,12.120267954510048
A_ctrl_010673,A,non-targeting-65,13914.0,5321,0.17967515,16.889463849360357
A_ctrl_010674,A,non-targeting-65,10191.0,4693,0.16681385,23.981944853301933
A_ctrl_010675,A,non-targeting-65,11166.0,4829,0.43883216,21.502776285151352
A_ctrl_010676,A,non-targeting-65,11322.0,4758,0.41512102,21.07401519166225
A_ctrl_010677,A,non-targeting-65,10253.0,4512,0.029259728,23.037159855652003
A_ctrl_010678,A,non-targeting-65,12606.0,5165,0.1269237,19.33999682690782
A_ctrl_010679,A,non-targeting-65,9381.0,4438,0.074618906,26.223217141029743
A_ctrl_010680,A,non-targeting-65,11944.0,5058,0.18419291,20.11888814467515
A_ctrl_010681,A,non-targeting-65,13504.0,5010,0.31101897,16.898696682464454
A_ctrl_010682,A,non-targeting-65,17846.0,5829,0.61078113,13.039336546004707
A_ctrl_010683,A,non-targeting-65,7686.0,4036,0.13010669,30.679156908665107
A_ctrl_010684,A,non-targeting-65,13413.0,5192,0.6038918,17.48303884291359
A_ctrl_010685,A,non-targeting-65,13623.0,5289,0.33766425,18.087058650811127
A_ctrl_010686,A,non-targeting-65,7648.0,3935,1.0721757,29.615585774058577
A_ctrl_010687,A,non-targeting-65,15196.0,5502,0.30929193,15.556725454066859
A_ctrl_010688,A,non-targeting-65,6973.0,3830,0.8317797,32.82661695109709
A_ctrl_010689,A,non-targeting-65,9222.0,4300,0.2819345,25.26566905226632
A_ctrl_010690,A,non-targeting-65,9445.0,4429,0.1694018,24.626786659608257
A_ctrl_010691,A,non-targeting-65,17338.0,5913,0.13842426,13.409851193909333
A_ctrl_010692,A,non-targeting-65,16759.0,5335,0.05370249,13.013902977504625
A_ctrl_010693,A,non-targeting-65,19724.0,5962,0.11660921,11.123504360170351
A_ctrl_010694,A,non-targeting-65,23273.0,6541,0.3523396,9.740901473810855
A_ctrl_010695,A,non-targeting-65,12056.0,4958,0.049767748,19.89051094890511
A_ctrl_010696,A,non-targeting-65,14829.0,5272,0.6473802,15.348303998921033
A_ctrl_010697,A,non-targeting-65,11362.0,4785,0.66009504,20.594965675057207
A_ctrl_010698,A,non-targeting-65,22923.0,6383,0.58892816,9.50137416568512
A_ctrl_010699,A,non-targeting-65,20569.0,6103,0.52020025,10.987408235694492
A_ctrl_010700,A,non-targeting-65,24399.0,6607,0.5614984,8.96758063855076
A_ctrl_010701,A,non-targeting-65,4763.0,2968,0.46189377,41.00356917908881
A_ctrl_010702,A,non-targeting-65,35248.0,7407,0.48229685,5.6173399909214705
A_ctrl_010703,A,non-targeting-65,17564.0,5868,0.46117058,13.362559781370987
A_ctrl_010704,A,non-targeting-65,25739.0,6767,0.7886864,8.28315008353083
A_ctrl_010705,A,non-targeting-65,26507.0,6860,0.30180708,8.311012185460445
A_ctrl_010706,A,non-targeting-65,36995.0,7500,0.04054602,5.33045006081903
A_ctrl_010707,A,non-targeting-65,25950.0,6875,0.1310212,8.90558766859345
A_ctrl_010708,A,non-targeting-65,31187.0,7188,0.11222625,6.621348638855934
A_ctrl_010709,A,non-targeting-65,44080.0,7522,0.24047187,4.008620689655173
A_ctrl_010710,A,non-targeting-65,21298.0,6177,0.5305662,10.052587097380036
A_ctrl_010711,A,non-targeting-65,35288.0,7316,0.18986624,5.406937202448424
A_ctrl_010712,A,non-targeting-65,36500.0,7475,0.3150685,5.2904109589041095
A_ctrl_010713,A,non-targeting-65,26094.0,6829,0.2376025,8.473212232697172
A_ctrl_010714,A,non-targeting-65,15258.0,5621,0.36702058,15.447634028050858
A_ctrl_010715,A,non-targeting-65,25067.0,6824,0.3829736,9.21929229664499
A_ctrl_010716,A,non-targeting-65,22848.0,6602,0.16193978,10.000875350140056
A_ctrl_010717,A,non-targeting-65,31177.0,7258,0.8243256,6.56253007024409
A_ctrl_010718,A,non-targeting-65,10594.0,4758,0.21710403,22.890315272795924
A_ctrl_010719,A,non-targeting-65,24354.0,6557,0.23404779,9.06216637923955
A_ctrl_010720,A,non-targeting-65,35712.0,7288,0.16521057,5.535954301075269
A_ctrl_010721,A,non-targeting-65,43243.0,7933,0.52031547,4.409962306037971
A_ctrl_010722,A,non-targeting-65,17813.0,5799,0.050524894,12.82209622186044
A_ctrl_010723,A,non-targeting-65,13308.0,5051,0.18034266,17.297865945296063
A_ctrl_010724,A,non-targeting-65,37526.0,7283,0.29845974,4.999200554282364
A_ctrl_010725,A,non-targeting-65,14633.0,5275,0.17768058,15.150686803799632
A_ctrl_010726,A,non-targeting-65,15062.0,5821,0.31204358,17.14911698313637
A_ctrl_010727,A,non-targeting-65,19676.0,6154,0.2846107,11.541980077251473
A_ctrl_010728,A,non-targeting-65,27881.0,7093,0.27617374,8.026971772891933
A_ctrl_010729,A,non-targeting-65,9942.0,4452,0.090525046,23.606920136793402
A_ctrl_010730,A,non-targeting-65,37572.0,7209,0.5615884,4.788140104333014
A_ctrl_010731,A,non-targeting-65,35887.0,7476,1.0031488,5.447655139744197
A_ctrl_010732,A,non-targeting-65,32192.0,7272,0.549826,6.4115308151093435
A_ctrl_010733,A,non-targeting-65,23258.0,6769,0.6836358,9.983661535815633
A_ctrl_010734,A,non-targeting-65,31672.0,7213,0.95352364,6.29893912604193
A_ctrl_010735,A,non-targeting-65,17125.0,5892,0.28613138,14.102189781021897
A_ctrl_010736,A,non-targeting-65,27910.0,6844,0.2293085,7.352203511286278
A_ctrl_010737,A,non-targeting-65,34997.0,7267,0.102865964,5.646198245563905
A_ctrl_010738,A,non-targeting-65,12313.0,5008,0.9502152,19.02054738893852
A_ctrl_010739,A,non-targeting-65,20369.0,6236,0.279837,11.610781088909617
A_ctrl_010740,A,non-targeting-65,4922.0,3005,0.28443724,40.349451442503046
A_ctrl_010741,A,non-targeting-65,10462.0,4654,0.21028484,22.62473714394953
A_ctrl_010742,A,non-targeting-65,15824.0,5565,0.6698686,14.617037411526795
A_ctrl_010743,A,non-targeting-65,12803.0,5253,0.08591737,19.52667343591346
A_ctrl_010744,A,non-targeting-65,31581.0,7286,0.364143,6.918716950064913
A_ctrl_010745,A,non-targeting-65,14971.0,5668,0.5143277,16.351613118696147
A_ctrl_010746,A,non-targeting-65,38180.0,7595,0.87742275,5.125720272393924
A_ctrl_010747,A,non-targeting-65,15825.0,5506,0.06319115,14.420221169036335
A_ctrl_010748,A,non-targeting-65,31097.0,6964,0.5145191,6.434704312313085
A_ctrl_010749,A,non-targeting-65,24992.0,6763,0.9202945,8.790813060179257
A_ctrl_010750,A,non-targeting-65,34214.0,7361,0.35950196,5.7491085520547145
A_ctrl_010751,A,non-targeting-65,23375.0,6381,0.15828878,9.514438502673796
A_ctrl_010752,A,non-targeting-65,29305.0,6937,0.19450605,6.742876642211227
A_ctrl_010753,A,non-targeting-65,19589.0,6019,0.41349736,11.327786002348256
A_ctrl_010754,A,non-targeting-65,15456.0,5509,0.51759833,14.654503105590063
A_ctrl_010755,A,non-targeting-65,29037.0,7032,0.24451563,7.259703137376451
A_ctrl_010756,A,non-targeting-65,21184.0,6161,0.08024924,10.50320996978852
A_ctrl_010757,A,non-targeting-65,28675.0,7162,0.16390584,7.7140366172624235
A_ctrl_010758,A,non-targeting-65,5791.0,3256,0.77706784,34.77810395441202
A_ctrl_010759,A,non-targeting-65,21583.0,6303,0.6115925,10.503637121808831
A_ctrl_010760,A,non-targeting-65,15084.0,5434,0.21877487,15.466719702996553
A_ctrl_010761,A,non-targeting-65,16062.0,5655,0.29884198,14.568546880836758
A_ctrl_010762,A,non-targeting-65,17864.0,5991,0.26309898,13.272503358710255
A_ctrl_010763,A,non-targeting-65,17299.0,5744,0.78039193,13.393837794092144
A_ctrl_010764,A,non-targeting-65,12492.0,5031,0.17611271,18.78001921229587
A_ctrl_010765,A,non-targeting-65,19633.0,5991,0.37182295,11.378800998319157
A_ctrl_010766,A,non-targeting-65,10365.0,4425,0.42450553,21.39893873613121
A_ctrl_010767,A,non-targeting-65,20376.0,6188,0.33372596,11.346682371417353
A_ctrl_010768,A,non-targeting-65,15837.0,5588,0.1389152,15.211214245122182
A_ctrl_010769,A,non-targeting-65,12568.0,4992,0.19096118,18.26861871419478
A_ctrl_010770,A,non-targeting-65,18759.0,5994,0.5010928,12.346073884535423
A_ctrl_010771,A,non-targeting-65,12972.0,5115,0.17730495,18.66327474560592
A_ctrl_010772,A,non-targeting-65,19911.0,6044,0.18080458,11.65687308522927
A_ctrl_010773,A,non-targeting-65,29132.0,6927,0.1338734,7.115886310586297
A_ctrl_010774,A,non-targeting-65,16214.0,5578,0.3330455,13.747378808437153
A_ctrl_010775,A,non-targeting-65,12653.0,5075,0.09483917,18.11428119813483
A_ctrl_010776,A,non-targeting-65,51602.0,7999,0.75190884,3.1258478353552186
A_ctrl_010777,A,non-targeting-65,30974.0,7112,1.1945503,6.637825272809453
A_ctrl_010778,A,non-targeting-65,20618.0,6250,0.15520419,11.169851585992822
A_ctrl_010779,A,non-targeting-65,14345.0,5359,0.15336354,16.61205995120251
A_ctrl_010780,A,non-targeting-65,19333.0,5549,0.62587285,10.820876222003827
A_ctrl_010781,A,non-targeting-65,20353.0,6524,0.16213825,12.11123667272638
A_ctrl_010782,A,non-targeting-65,11723.0,4922,0.18766527,19.849867781284654
A_ctrl_010783,A,non-targeting-65,25847.0,6806,0.23213525,8.623824815259024
A_ctrl_010784,A,non-targeting-65,21866.0,6337,0.14177261,10.102442147626451
A_ctrl_010785,A,non-targeting-65,29913.0,7285,0.2875004,7.180824390733126
A_ctrl_010786,A,non-targeting-65,42162.0,7754,0.6237844,4.276362601394621
A_ctrl_010787,A,non-targeting-65,15732.0,5418,0.36867532,14.49911009407577
A_ctrl_010788,A,non-targeting-65,15858.0,5561,0.04414176,15.077563374952705
A_ctrl_010789,A,non-targeting-65,17383.0,5794,0.20134614,13.593741011332911
A_ctrl_010790,A,non-targeting-65,11146.0,4676,0.1256056,20.608289969495782
A_ctrl_010791,A,non-targeting-65,16182.0,5762,1.322457,14.973427264862192
A_ctrl_010792,A,non-targeting-65,22434.0,6289,0.21396096,9.739680841579744
A_ctrl_010793,A,non-targeting-65,8058.0,3876,0.03723008,26.84288905435592
A_ctrl_010794,A,non-targeting-65,19086.0,5911,0.39819762,11.647280729330399
A_ctrl_010795,A,non-targeting-65,12957.0,5000,0.3858918,17.650690746314734
A_ctrl_010796,A,non-targeting-65,13816.0,5349,0.18094961,17.62449334105385
A_ctrl_010797,A,non-targeting-65,27120.0,6712,0.14749262,7.8613569321533925
A_ctrl_010798,A,non-targeting-65,25261.0,6644,0.15834686,8.614069118403863
A_ctrl_010799,A,non-targeting-65,11580.0,4843,0.18134716,20.379965457685664
A_ctrl_010800,A,non-targeting-68,23104.0,6341,0.3246191,9.301419667590027
A_ctrl_010801,A,non-targeting-68,36892.0,7531,0.295457,5.196248509161878
A_ctrl_010802,A,non-targeting-68,28217.0,6830,0.19491796,7.591168444554701
A_ctrl_010803,A,non-targeting-68,30481.0,7064,0.03280732,6.994521177126734
A_ctrl_010804,A,non-targeting-68,32135.0,7290,0.49167573,6.335770966236191
A_ctrl_010805,A,non-targeting-68,16191.0,5500,0.13587797,13.964548205793342
A_ctrl_010806,A,non-targeting-68,37010.0,7229,0.17022426,5.0472845176979195
A_ctrl_010807,A,non-targeting-68,32208.0,7025,0.21112767,6.377297565822156
A_ctrl_010808,A,non-targeting-68,31060.0,7138,0.54410815,6.384417256922086
A_ctrl_010809,A,non-targeting-68,31229.0,7414,0.13769253,6.782157609913862
A_ctrl_010810,A,non-targeting-68,22171.0,6325,0.28866535,10.157412836588335
A_ctrl_010811,A,non-targeting-68,13232.0,5087,0.25695285,17.525695284159614
A_ctrl_010812,A,non-targeting-68,7463.0,3855,0.75036854,30.121934878735093
A_ctrl_010813,A,non-targeting-68,15777.0,5560,0.13310516,14.616213475312163
A_ctrl_010814,A,non-targeting-68,11998.0,5029,0.30838472,20.27837972995499
A_ctrl_010815,A,non-targeting-68,8221.0,4066,0.3770831,27.24729351660382
A_ctrl_010816,A,non-targeting-68,8869.0,4118,0.5299357,24.997181192919157
A_ctrl_010817,A,non-targeting-68,8340.0,3952,0.34772184,26.558752997601918
A_ctrl_010818,A,non-targeting-68,11961.0,4729,0.20065212,18.627205083187025
A_ctrl_010819,A,non-targeting-68,7870.0,3995,0.74968237,28.91994917407878
A_ctrl_010820,A,non-targeting-68,8322.0,4167,0.26435953,27.79379956741168
A_ctrl_010821,A,non-targeting-68,46489.0,7952,0.16347954,4.011701692873583
A_ctrl_010822,A,non-targeting-68,26333.0,6826,0.20506589,8.240610640641021
A_ctrl_010823,A,non-targeting-68,43587.0,8041,0.123890154,4.301741344896414
A_ctrl_010824,A,non-targeting-68,25907.0,6729,0.57127416,8.136797004670552
A_ctrl_010825,A,non-targeting-68,43452.0,7790,0.75255454,4.126392340973949
A_ctrl_010826,A,non-targeting-68,44276.0,8032,0.34104255,4.264161170837474
A_ctrl_010827,A,non-targeting-68,15003.0,5364,0.18662934,15.10364593747917
A_ctrl_010828,A,non-targeting-68,11868.0,5240,0.17694642,21.646444219750588
A_ctrl_010829,A,non-targeting-68,18025.0,5892,0.2108183,12.765603328710124
A_ctrl_010830,A,non-targeting-68,15542.0,5654,0.3538798,15.351949556041694
A_ctrl_010831,A,non-targeting-68,21853.0,6486,0.032032214,11.019082048231365
A_ctrl_010832,A,non-targeting-68,14570.0,5586,0.32258064,16.7124227865477
A_ctrl_010833,A,non-targeting-68,25098.0,6445,0.50601643,8.275559805562196
A_ctrl_010834,A,non-targeting-68,12064.0,4991,0.18236075,19.736405835543767
A_ctrl_010835,A,non-targeting-68,43368.0,7846,0.61335546,4.210477771628851
A_ctrl_010836,A,non-targeting-68,18488.0,6028,0.2866724,12.656858502812636
A_ctrl_010837,A,non-targeting-68,17176.0,5835,0.84420115,13.641127154168608
A_ctrl_010838,A,non-targeting-68,24462.0,6946,0.39244542,9.48000981113564
A_ctrl_010839,A,non-targeting-68,24034.0,6592,0.3411833,9.365898310726472
A_ctrl_010840,A,non-targeting-68,35394.0,7432,0.72611177,5.616771204158897
A_ctrl_010841,A,non-targeting-68,27963.0,6663,0.37192005,7.481314594285306
A_ctrl_010842,A,non-targeting-68,24125.0,6578,0.63834196,9.38860103626943
A_ctrl_010843,A,non-targeting-68,14143.0,5378,0.19797781,16.672558863041786
A_ctrl_010844,A,non-targeting-68,16793.0,5580,0.6431251,13.19597451319002
A_ctrl_010845,A,non-targeting-68,24383.0,6697,0.5905754,9.084198006808021
A_ctrl_010846,A,non-targeting-68,22541.0,6468,0.5190542,9.8176655871523
A_ctrl_010847,A,non-targeting-68,27648.0,6781,0.3797743,7.443576388888889
A_ctrl_010848,A,non-targeting-68,28294.0,6965,0.16257864,7.361984873117976
A_ctrl_010849,A,non-targeting-68,9816.0,4632,0.97799516,24.796251018744908
A_ctrl_010850,A,non-targeting-68,44846.0,7786,0.33001828,3.8844044061900727
A_ctrl_010851,A,non-targeting-68,5711.0,3435,0.7179128,37.926807914550864
A_ctrl_010852,A,non-targeting-68,5164.0,3198,0.9101472,40.87916343919442
A_ctrl_010853,A,non-targeting-68,4211.0,2636,0.11873664,42.69769650914272
A_ctrl_010854,A,non-targeting-68,35266.0,7332,0.36295584,5.379118697895991
A_ctrl_010855,A,non-targeting-68,9549.0,4357,0.08377841,23.981568750654517
A_ctrl_010856,A,non-targeting-68,50157.0,7998,0.39476043,3.4531570867476127
A_ctrl_010857,A,non-targeting-68,15081.0,5582,0.13924806,16.384855115708508
A_ctrl_010858,A,non-targeting-68,19278.0,6110,0.40460628,11.972196285921775
A_ctrl_010859,A,non-targeting-68,10197.0,4367,0.117681675,21.967245268216143
A_ctrl_010860,A,non-targeting-68,12440.0,4880,0.8360129,18.175241157556272
A_ctrl_010861,A,non-targeting-68,6671.0,3670,0.25483435,33.72807675011243
A_ctrl_010862,A,non-targeting-68,16268.0,5554,0.41799852,13.726333907056798
A_ctrl_010863,A,non-targeting-68,23817.0,6650,0.16374858,9.55619935340303
A_ctrl_010864,A,non-targeting-68,9035.0,4159,0.63087994,24.31654676258993
A_ctrl_010865,A,non-targeting-68,14235.0,5582,0.64629436,17.499121882683525
A_ctrl_010866,A,non-targeting-68,19586.0,6203,0.15317063,12.192382313897681
A_ctrl_010867,A,non-targeting-68,5403.0,3191,0.2035906,39.47806774014436
A_ctrl_010868,A,non-targeting-68,19178.0,6131,0.1303577,12.050265929711127
A_ctrl_010869,A,non-targeting-68,18368.0,5873,0.4300958,12.173344947735192
A_ctrl_010870,A,non-targeting-68,11607.0,4825,0.15507883,20.2550185233049
A_ctrl_010871,A,non-targeting-68,10933.0,4761,0.91466206,22.482392755876702
A_ctrl_010872,A,non-targeting-68,25978.0,6574,0.25021172,8.110709061513589
A_ctrl_010873,A,non-targeting-68,40316.0,7575,0.19843239,4.598670503026094
A_ctrl_010874,A,non-targeting-68,12874.0,5243,0.5981047,19.37237843716017
A_ctrl_010875,A,non-targeting-68,15744.0,5630,0.5843496,14.939024390243903
A_ctrl_010876,A,non-targeting-68,26257.0,6770,0.35038278,8.367292531515405
A_ctrl_010877,A,non-targeting-68,17433.0,5798,0.38432857,12.958182756840475
A_ctrl_010878,A,non-targeting-68,12538.0,5048,0.7656724,19.08597862498006
A_ctrl_010879,A,non-targeting-68,28515.0,6852,0.31211644,7.245309486235315
A_ctrl_010880,A,non-targeting-68,22512.0,6380,0.52416486,9.68816631130064
A_ctrl_010881,A,non-targeting-68,23507.0,6775,0.9997022,10.107627515208236
A_ctrl_010882,A,non-targeting-68,16195.0,5592,0.28403828,13.985798085828959
A_ctrl_010883,A,non-targeting-68,24701.0,6413,0.51819766,8.602890571231933
A_ctrl_010884,A,non-targeting-68,34129.0,7130,0.23440477,6.047642767148173
A_ctrl_010885,A,non-targeting-68,27637.0,6976,0.19539024,7.862647899554944
A_ctrl_010886,A,non-targeting-68,25909.0,6850,0.4670192,8.556872129375893
A_ctrl_010887,A,non-targeting-68,11289.0,4794,0.53149086,20.834440605899548
A_ctrl_010888,A,non-targeting-68,35500.0,7385,0.5887324,5.653521126760563
A_ctrl_010889,A,non-targeting-68,35878.0,7437,0.18395674,5.47410669491053
A_ctrl_010890,A,non-targeting-68,25970.0,6692,0.65845203,8.317289179822872
A_ctrl_010891,A,non-targeting-68,22798.0,6605,0.21493113,10.018422668655145
A_ctrl_010892,A,non-targeting-68,29211.0,7127,1.0304338,7.531409400568279
A_ctrl_010893,A,non-targeting-68,22108.0,6301,0.578976,10.159218382485978
A_ctrl_010894,A,non-targeting-68,31671.0,6941,0.36942315,5.973919358403587
A_ctrl_010895,A,non-targeting-68,38800.0,7655,0.40463918,4.930412371134021
A_ctrl_010896,A,non-targeting-68,7489.0,3818,0.16023502,28.88236079583389
A_ctrl_010897,A,non-targeting-68,10513.0,4687,0.15219252,23.152287643869496
A_ctrl_010898,A,non-targeting-68,5819.0,3240,0.46399724,35.023199862519334
A_ctrl_010899,A,non-targeting-68,4485.0,2720,0.22296545,40.37904124860646
A_ctrl_010900,A,non-targeting-68,10199.0,4555,0.500049,23.17874301402098
A_ctrl_010901,A,non-targeting-68,4392.0,2689,0.3870674,41.416211293260474
A_ctrl_010902,A,non-targeting-68,5462.0,3176,0.20139143,37.403881362138414
A_ctrl_010903,A,non-targeting-68,10693.0,4702,0.15898252,22.332366969045168
A_ctrl_010904,A,non-targeting-68,4002.0,2545,0.22488755,44.17791104447776
A_ctrl_010905,A,non-targeting-68,7433.0,3879,0.32288444,30.364590340374008
A_ctrl_010906,A,non-targeting-68,7255.0,3796,0.23432116,31.288766368022053
A_ctrl_010907,A,non-targeting-68,5267.0,3137,0.6455288,38.883614961078415
A_ctrl_010908,A,non-targeting-68,6159.0,3410,0.12989122,34.275044650105535
A_ctrl_010909,A,non-targeting-68,11255.0,4763,0.20435362,20.675255442025765
A_ctrl_010910,A,non-targeting-68,6175.0,3529,0.71255064,35.06072874493927
A_ctrl_010911,A,non-targeting-68,5028.0,2939,0.13922036,38.424821002386636
A_ctrl_010912,A,non-targeting-68,5450.0,3114,1.3577982,35.92660550458716
A_ctrl_010913,A,non-targeting-68,6589.0,3566,0.36424342,32.56943390499317
A_ctrl_010914,A,non-targeting-68,11554.0,4745,0.35485545,20.2354163060412
A_ctrl_010915,A,non-targeting-68,10054.0,4513,0.119355485,23.075392878456334
A_ctrl_010916,A,non-targeting-68,9635.0,4411,0.18681888,24.120394395433316
A_ctrl_010917,A,non-targeting-68,11869.0,4868,0.10952903,20.330272137501055
A_ctrl_010918,A,non-targeting-68,12768.0,5035,1.660401,18.515037593984964
A_ctrl_010919,A,non-targeting-68,22915.0,6537,0.1309186,9.779620336024438
A_ctrl_010920,A,non-targeting-68,4774.0,2899,0.14662756,41.18139924591537
A_ctrl_010921,A,non-targeting-68,19568.0,6187,0.67457074,11.743663123466884
A_ctrl_010922,A,non-targeting-68,11132.0,4859,0.41322312,21.81099532878189
A_ctrl_010923,A,non-targeting-68,41861.0,7586,0.37266192,4.41222139939323
A_ctrl_010924,A,non-targeting-68,26465.0,6839,0.10580012,8.316644624976384
A_ctrl_010925,A,non-targeting-68,25783.0,6934,0.7252841,8.594810534072838
A_ctrl_010926,A,non-targeting-68,29932.0,7076,0.49445412,7.055993585460377
A_ctrl_010927,A,non-targeting-68,35111.0,7310,0.18512717,5.6136253595739225
A_ctrl_010928,A,non-targeting-68,35981.0,7349,0.53361493,5.380617548150413
A_ctrl_010929,A,non-targeting-68,35346.0,7238,0.2206756,5.395235670231426
A_ctrl_010930,A,non-targeting-68,9900.0,4480,0.5252525,23.424242424242426
A_ctrl_010931,A,non-targeting-68,23071.0,6262,0.26873565,9.583459754670365
A_ctrl_010932,A,non-targeting-68,17153.0,5626,0.33813328,13.484521658019005
A_ctrl_010933,A,non-targeting-68,27783.0,6981,0.7090667,7.655760716985207
A_ctrl_010934,A,non-targeting-68,14656.0,5235,0.075054586,15.686408296943231
A_ctrl_010935,A,non-targeting-68,17877.0,5701,0.2740952,12.356659394753034
A_ctrl_010936,A,non-targeting-68,17257.0,5818,0.09851075,13.750941646867938
A_ctrl_010937,A,non-targeting-68,13664.0,5574,0.6293911,18.991510538641688
A_ctrl_010938,A,non-targeting-68,28315.0,6863,0.41320854,7.526046265230443
A_ctrl_010939,A,non-targeting-68,17025.0,5893,0.5110132,14.09691629955947
A_ctrl_010940,A,non-targeting-68,13911.0,5414,0.17971389,17.691035870893536
A_ctrl_010941,A,non-targeting-68,17994.0,5834,0.10003334,13.08213849060798
A_ctrl_010942,A,non-targeting-68,12589.0,5009,0.3336246,18.142823099531338
A_ctrl_010943,A,non-targeting-68,31651.0,7270,0.32542416,6.634861457773846
A_ctrl_010944,A,non-targeting-68,21663.0,6308,0.35082862,10.321746757143517
A_ctrl_010945,A,non-targeting-68,41284.0,7667,0.10657882,4.604689468074799
A_ctrl_010946,A,non-targeting-68,12288.0,5094,0.14648438,19.8486328125
A_ctrl_010947,A,non-targeting-68,30957.0,7155,0.7138935,6.593016119132991
A_ctrl_010948,A,non-targeting-68,23235.0,6694,0.18506564,9.95050570260383
A_ctrl_010949,A,non-targeting-68,25879.0,6686,0.6684957,8.435410950964101
A_ctrl_010950,A,non-targeting-68,24953.0,6799,0.23644452,9.173245701919608
A_ctrl_010951,A,non-targeting-68,18291.0,6228,0.20228526,13.62965392816139
A_ctrl_010952,A,non-targeting-68,36652.0,7619,0.66844916,5.62042999017789
A_ctrl_010953,A,non-targeting-68,46083.0,8026,0.36889958,3.8842957272747
A_ctrl_010954,A,non-targeting-68,28185.0,6819,0.29448286,7.347880078055703
A_ctrl_010955,A,non-targeting-68,22087.0,6282,0.1177163,10.028523565898492
A_ctrl_010956,A,non-targeting-68,20964.0,6275,0.16695286,10.971188704445716
A_ctrl_010957,A,non-targeting-68,26642.0,6740,0.36784026,7.7471661286690185
A_ctrl_010958,A,non-targeting-68,29767.0,7132,0.379615,7.088386468236638
A_ctrl_010959,A,non-targeting-68,28362.0,7057,0.31380016,7.517100345532755
A_ctrl_010960,A,non-targeting-68,18073.0,5835,0.3153876,12.687434294251092
A_ctrl_010961,A,non-targeting-68,16731.0,5849,1.3567629,14.458191381268305
A_ctrl_010962,A,non-targeting-68,20204.0,6080,0.0989903,11.19580281132449
A_ctrl_010963,A,non-targeting-68,43266.0,7625,0.09245135,4.255073267692876
A_ctrl_010964,A,non-targeting-68,18493.0,5969,0.18385336,12.712918401557346
A_ctrl_010965,A,non-targeting-68,28510.0,6942,0.51560855,7.562258856541565
A_ctrl_010966,A,non-targeting-68,11360.0,4944,0.5105634,21.52288732394366
A_ctrl_010967,A,non-targeting-68,37975.0,7434,0.42132983,5.121790651744568
A_ctrl_010968,A,non-targeting-68,26923.0,6852,0.018571481,8.1194517698622
A_ctrl_010969,A,non-targeting-68,23965.0,6459,0.22532861,8.762779052785312
A_ctrl_010970,A,non-targeting-68,7029.0,3731,0.18494807,30.943235168587282
A_ctrl_010971,A,non-targeting-68,28956.0,6992,0.9946126,7.138416908412764
A_ctrl_010972,A,non-targeting-68,14880.0,5588,0.9005376,16.142473118279568
A_ctrl_010973,A,non-targeting-68,16037.0,5398,0.46766853,13.69333416474403
A_ctrl_010974,A,non-targeting-68,35445.0,7645,0.29341233,5.687685146000846
A_ctrl_010975,A,non-targeting-68,13201.0,5170,0.09090221,18.294068631164304
A_ctrl_010976,A,non-targeting-68,18546.0,6094,0.17793594,12.962363852043568
A_ctrl_010977,A,non-targeting-68,37658.0,7435,0.26023686,5.050719634606192
A_ctrl_010978,A,non-targeting-68,28623.0,7040,0.296964,7.703595011005135
A_ctrl_010979,A,non-targeting-68,21647.0,6315,0.15706564,10.717420427772902
A_ctrl_010980,A,non-targeting-68,22289.0,6501,0.23329894,10.350397056844184
A_ctrl_010981,A,non-targeting-68,6465.0,3523,0.077339515,33.08584686774942
A_ctrl_010982,A,non-targeting-68,16270.0,5654,0.1659496,13.988936693300554
A_ctrl_010983,A,non-targeting-68,11510.0,4693,0.14769766,19.03562119895743
A_ctrl_010984,A,non-targeting-68,20004.0,5917,0.214957,11.067786442711459
A_ctrl_010985,A,non-targeting-68,28921.0,7120,0.093357764,7.568894574876388
A_ctrl_010986,A,non-targeting-68,15745.0,5927,0.114322014,16.08129564941251
A_ctrl_010987,A,non-targeting-68,22755.0,6575,1.0239508,9.88354207866403
A_ctrl_010988,A,non-targeting-68,30052.0,7063,0.25622255,6.8647677359243975
A_ctrl_010989,A,non-targeting-68,20920.0,6370,0.24378586,10.889101338432122
A_ctrl_010990,A,non-targeting-68,11559.0,4913,0.13842027,21.24751276061943
A_ctrl_010991,A,non-targeting-68,17686.0,5900,0.13570055,13.570055411059595
A_ctrl_010992,A,non-targeting-68,15061.0,5450,0.45149723,15.961755527521413
A_ctrl_010993,A,non-targeting-68,25096.0,6623,0.9164807,8.726490277335033
A_ctrl_010994,A,non-targeting-68,38207.0,7592,0.29837462,5.4728191169157485
A_ctrl_010995,A,non-targeting-68,18971.0,6148,0.6799852,12.72995624901165
A_ctrl_010996,A,non-targeting-68,9909.0,4688,0.18165305,25.300232112221213
